source	target	edge_type	source_node_type	target_node_type
ncbigene:4097	ncbigene:3046	interacts	Gene	Gene
pubchem.compound:5503	ncbigene:6833	downregulates	Compound	Gene
ncbigene:80254	GO:0050821	participates	Gene	Biological Process
ncbigene:27244	ncbigene:51422	interacts	Gene	Gene
pubchem.compound:3105	ncbigene:154	upregulates	Compound	Gene
ncbigene:3619	ncbigene:6232	interacts	Gene	Gene
ncbigene:8480	GO:0007049	participates	Gene	Biological Process
ncbigene:3303	GO:0007165	participates	Gene	Biological Process
ncbigene:7029	ncbigene:1031	interacts	Gene	Gene
ncbigene:6925	ncbigene:23498	interacts	Gene	Gene
ncbigene:10800	ncbigene:2769	interacts	Gene	Gene
ncbigene:102724594	ncbigene:3553	interacts	Gene	Gene
ncbigene:27178	ncbigene:5784	interacts	Gene	Gene
ncbigene:4973	GO:0008219	participates	Gene	Biological Process
ncbigene:23077	GO:0032880	participates	Gene	Biological Process
ncbigene:441639	ncbigene:2788	interacts	Gene	Gene
ncbigene:50940	GO:0007165	participates	Gene	Biological Process
pubchem.compound:5284616	ncbigene:6135	downregulates	Compound	Gene
pubchem.compound:5426	ncbigene:354	upregulates	Compound	Gene
pubchem.compound:3476	ncbigene:3758	downregulates	Compound	Gene
ncbigene:7422	ncbigene:406913	interacts	Gene	Gene
ncbigene:29099	ncbigene:28991	interacts	Gene	Gene
pubchem.compound:4497	ncbigene:6750	upregulates	Compound	Gene
ncbigene:240	GO:0006954	participates	Gene	Biological Process
pubchem.compound:6167	ncbigene:290	downregulates	Compound	Gene
ncbigene:7052	ncbigene:5333	interacts	Gene	Gene
ncbigene:410	ncbigene:25870	interacts	Gene	Gene
ncbigene:1284	ncbigene:442892	interacts	Gene	Gene
ncbigene:55671	ncbigene:79027	interacts	Gene	Gene
pubchem.compound:5360373	ncbigene:7099	upregulates	Compound	Gene
ncbigene:1353	ncbigene:54205	interacts	Gene	Gene
pubchem.compound:3386	ncbigene:6532	downregulates	Compound	Gene
ncbigene:8766	ncbigene:55763	interacts	Gene	Gene
ncbigene:406901	ncbigene:406890	interacts	Gene	Gene
pubchem.compound:4477	ncbigene:367	downregulates	Compound	Gene
ncbigene:126370	GO:0007165	participates	Gene	Biological Process
ncbigene:1017	ncbigene:57820	interacts	Gene	Gene
ncbigene:9829	ncbigene:81567	interacts	Gene	Gene
ncbigene:10856	ncbigene:1736	interacts	Gene	Gene
pubchem.compound:3961	ncbigene:6195	downregulates	Compound	Gene
pubchem.compound:6918638	ncbigene:3065	downregulates	Compound	Gene
ncbigene:4831	GO:0007155	participates	Gene	Biological Process
ncbigene:6117	ncbigene:5890	interacts	Gene	Gene
ncbigene:5394	ncbigene:9790	interacts	Gene	Gene
ncbigene:26270	GO:0006508	participates	Gene	Biological Process
ncbigene:8387	ncbigene:2788	interacts	Gene	Gene
ncbigene:26263	ncbigene:26259	interacts	Gene	Gene
pubchem.compound:445354	ncbigene:2056	upregulates	Compound	Gene
ncbigene:10490	GO:0016192	participates	Gene	Biological Process
ncbigene:375189	ncbigene:60	interacts	Gene	Gene
ncbigene:23239	GO:0007165	participates	Gene	Biological Process
ncbigene:5289	GO:0016485	participates	Gene	Biological Process
ncbigene:102	ncbigene:28514	interacts	Gene	Gene
ncbigene:392309	ncbigene:51764	interacts	Gene	Gene
ncbigene:29978	ncbigene:154	interacts	Gene	Gene
pubchem.compound:5281004	ncbigene:1050	downregulates	Compound	Gene
ncbigene:2550	ncbigene:29899	interacts	Gene	Gene
ncbigene:2831	ncbigene:29899	interacts	Gene	Gene
ncbigene:5586	ncbigene:4210	interacts	Gene	Gene
ncbigene:1022	ncbigene:2624	interacts	Gene	Gene
ncbigene:776	ncbigene:5523	interacts	Gene	Gene
ncbigene:7058	ncbigene:406933	interacts	Gene	Gene
ncbigene:692094	GO:0007165	participates	Gene	Biological Process
pubchem.compound:5280453	ncbigene:3447	upregulates	Compound	Gene
ncbigene:57818	ncbigene:5571	interacts	Gene	Gene
ncbigene:23400	GO:0055085	participates	Gene	Biological Process
ncbigene:4839	ncbigene:7020	interacts	Gene	Gene
ncbigene:2957	ncbigene:726	interacts	Gene	Gene
ncbigene:4927	GO:0006913	participates	Gene	Biological Process
ncbigene:664	ncbigene:578	interacts	Gene	Gene
pubchem.compound:444795	ncbigene:3725	upregulates	Compound	Gene
pubchem.compound:5284616	ncbigene:2200	downregulates	Compound	Gene
ncbigene:26263	GO:0006913	participates	Gene	Biological Process
ncbigene:3778	GO:0008217	participates	Gene	Biological Process
ncbigene:5439	ncbigene:80004	interacts	Gene	Gene
pubchem.compound:9444	GO:0030154	induces	Compound	Biological Process
pubchem.compound:3715	ncbigene:6774	upregulates	Compound	Gene
ncbigene:3269	GO:0034776	participates	Gene	Biological Process
pubchem.compound:3784	ncbigene:776	downregulates	Compound	Gene
pubchem.compound:4171	ncbigene:3565	downregulates	Compound	Gene
ncbigene:7248	ncbigene:389541	interacts	Gene	Gene
pubchem.compound:5282230	ncbigene:1544	upregulates	Compound	Gene
ncbigene:5806	GO:0030198	participates	Gene	Biological Process
ncbigene:2212	ncbigene:1432	interacts	Gene	Gene
ncbigene:11213	ncbigene:3557	interacts	Gene	Gene
ncbigene:4952	GO:0006629	participates	Gene	Biological Process
ncbigene:3055	GO:0007155	participates	Gene	Biological Process
ncbigene:5087	ncbigene:57552	interacts	Gene	Gene
pubchem.compound:12035	ncbigene:5595	upregulates	Compound	Gene
pubchem.compound:4211	ncbigene:367	downregulates	Compound	Gene
ncbigene:8411	ncbigene:7879	interacts	Gene	Gene
pubchem.compound:2764	ncbigene:9407	downregulates	Compound	Gene
ncbigene:124975	ncbigene:80835	interacts	Gene	Gene
ncbigene:7031	GO:0005975	participates	Gene	Biological Process
ncbigene:4904	ncbigene:10772	interacts	Gene	Gene
ncbigene:941	ncbigene:6367	interacts	Gene	Gene
ncbigene:58498	ncbigene:4660	interacts	Gene	Gene
ncbigene:2487	GO:0043065	participates	Gene	Biological Process
pubchem.compound:5505	ncbigene:1080	downregulates	Compound	Gene
ncbigene:10630	ncbigene:80739	interacts	Gene	Gene
ncbigene:127623	ncbigene:408	interacts	Gene	Gene
ncbigene:1288	GO:0007155	participates	Gene	Biological Process
ncbigene:7791	ncbigene:6714	interacts	Gene	Gene
pubchem.compound:5284616	ncbigene:404281	downregulates	Compound	Gene
ncbigene:4718	ncbigene:5566	interacts	Gene	Gene
ncbigene:10856	ncbigene:7015	interacts	Gene	Gene
ncbigene:5986	ncbigene:4855	interacts	Gene	Gene
ncbigene:1002	GO:0007155	participates	Gene	Biological Process
ncbigene:8989	ncbigene:10627	interacts	Gene	Gene
ncbigene:6741	ncbigene:84265	interacts	Gene	Gene
ncbigene:5705	ncbigene:4946	interacts	Gene	Gene
pubchem.compound:3547	ncbigene:6364	downregulates	Compound	Gene
ncbigene:8074	ncbigene:3730	interacts	Gene	Gene
ncbigene:8804	GO:0006914	participates	Gene	Biological Process
ncbigene:6732	ncbigene:8683	interacts	Gene	Gene
ncbigene:378884	ncbigene:2998	interacts	Gene	Gene
ncbigene:1325	ncbigene:63940	interacts	Gene	Gene
ncbigene:9798	GO:0051301	participates	Gene	Biological Process
ncbigene:254879	ncbigene:2788	interacts	Gene	Gene
ncbigene:8061	ncbigene:799	interacts	Gene	Gene
ncbigene:6421	GO:0006397	participates	Gene	Biological Process
ncbigene:8905	GO:0016192	participates	Gene	Biological Process
ncbigene:4976	GO:0007005	participates	Gene	Biological Process
pubchem.compound:445354	ncbigene:627	upregulates	Compound	Gene
ncbigene:23621	ncbigene:89953	interacts	Gene	Gene
ncbigene:5697	ncbigene:10888	interacts	Gene	Gene
ncbigene:91603	GO:0051301	participates	Gene	Biological Process
ncbigene:5429	ncbigene:25898	interacts	Gene	Gene
ncbigene:200959	GO:0007165	participates	Gene	Biological Process
ncbigene:1813	GO:0014046	participates	Gene	Biological Process
ncbigene:55243	ncbigene:2534	interacts	Gene	Gene
ncbigene:780	GO:0008283	participates	Gene	Biological Process
ncbigene:23624	ncbigene:5156	interacts	Gene	Gene
ncbigene:138805	ncbigene:51764	interacts	Gene	Gene
pubchem.compound:3958	ncbigene:2566	upregulates	Compound	Gene
ncbigene:255743	GO:0030198	participates	Gene	Biological Process
ncbigene:25945	ncbigene:201633	interacts	Gene	Gene
ncbigene:5899	ncbigene:5881	interacts	Gene	Gene
pubchem.compound:54687	ncbigene:255738	upregulates	Compound	Gene
ncbigene:90993	ncbigene:9658	interacts	Gene	Gene
ncbigene:3662	GO:0002376	participates	Gene	Biological Process
pubchem.compound:16362	ncbigene:3757	downregulates	Compound	Gene
pubchem.compound:444795	ncbigene:3458	downregulates	Compound	Gene
ncbigene:2247	GO:0007165	participates	Gene	Biological Process
ncbigene:5973	GO:0010951	participates	Gene	Biological Process
ncbigene:283159	ncbigene:51764	interacts	Gene	Gene
ncbigene:6348	ncbigene:729230	interacts	Gene	Gene
ncbigene:1013	GO:0007275	participates	Gene	Biological Process
ncbigene:3315	ncbigene:7867	interacts	Gene	Gene
pubchem.compound:667550	GO:0006629	induces	Compound	Biological Process
ncbigene:51094	ncbigene:5571	interacts	Gene	Gene
pubchem.compound:702	ncbigene:54586	upregulates	Compound	Gene
ncbigene:94235	ncbigene:29899	interacts	Gene	Gene
ncbigene:55748	GO:0006508	participates	Gene	Biological Process
ncbigene:201456	ncbigene:150726	interacts	Gene	Gene
ncbigene:1281	ncbigene:3688	interacts	Gene	Gene
ncbigene:81027	ncbigene:402	interacts	Gene	Gene
pubchem.compound:3397	ncbigene:1586	downregulates	Compound	Gene
ncbigene:8568	ncbigene:9790	interacts	Gene	Gene
ncbigene:1132	ncbigene:63940	interacts	Gene	Gene
ncbigene:55706	ncbigene:9939	interacts	Gene	Gene
ncbigene:5576	ncbigene:51684	interacts	Gene	Gene
ncbigene:55824	GO:0007165	participates	Gene	Biological Process
ncbigene:7175	ncbigene:9939	interacts	Gene	Gene
ncbigene:7068	ncbigene:1827	interacts	Gene	Gene
ncbigene:5547	GO:0006508	participates	Gene	Biological Process
ncbigene:5663	ncbigene:2821	interacts	Gene	Gene
pubchem.compound:36314	ncbigene:762	downregulates	Compound	Gene
ncbigene:199746	ncbigene:3553	interacts	Gene	Gene
ncbigene:391121	ncbigene:2788	interacts	Gene	Gene
ncbigene:441933	ncbigene:51764	interacts	Gene	Gene
ncbigene:6586	ncbigene:84628	interacts	Gene	Gene
ncbigene:58191	ncbigene:29899	interacts	Gene	Gene
ncbigene:7849	ncbigene:516	interacts	Gene	Gene
ncbigene:2067	GO:0008283	participates	Gene	Biological Process
ncbigene:9173	GO:0007165	participates	Gene	Biological Process
ncbigene:5525	ncbigene:23401	interacts	Gene	Gene
ncbigene:158326	ncbigene:3845	interacts	Gene	Gene
ncbigene:22871	GO:0006605	participates	Gene	Biological Process
ncbigene:6383	ncbigene:407043	interacts	Gene	Gene
ncbigene:208	GO:0007165	participates	Gene	Biological Process
pubchem.compound:5593	ncbigene:1131	downregulates	Compound	Gene
ncbigene:1439	ncbigene:59338	interacts	Gene	Gene
ncbigene:390433	ncbigene:51764	interacts	Gene	Gene
ncbigene:50865	ncbigene:29899	interacts	Gene	Gene
ncbigene:2958	ncbigene:6442	interacts	Gene	Gene
ncbigene:131890	ncbigene:5957	interacts	Gene	Gene
ncbigene:4780	GO:0006979	participates	Gene	Biological Process
ncbigene:2769	ncbigene:5288	interacts	Gene	Gene
ncbigene:4659	ncbigene:140465	interacts	Gene	Gene
ncbigene:7182	GO:0048856	participates	Gene	Biological Process
ncbigene:9402	ncbigene:9398	interacts	Gene	Gene
ncbigene:27165	ncbigene:407010	interacts	Gene	Gene
ncbigene:401992	ncbigene:2788	interacts	Gene	Gene
ncbigene:4318	ncbigene:4224	interacts	Gene	Gene
ncbigene:2957	ncbigene:11021	interacts	Gene	Gene
ncbigene:7450	GO:0007155	participates	Gene	Biological Process
ncbigene:5289	ncbigene:440738	interacts	Gene	Gene
ncbigene:57504	ncbigene:9015	interacts	Gene	Gene
ncbigene:23019	ncbigene:1975	interacts	Gene	Gene
pubchem.compound:1548943	ncbigene:7350	upregulates	Compound	Gene
ncbigene:286	GO:0007165	participates	Gene	Biological Process
pubchem.compound:3019	ncbigene:3767	upregulates	Compound	Gene
pubchem.compound:4477	GO:0007267	induces	Compound	Biological Process
ncbigene:51096	ncbigene:9724	interacts	Gene	Gene
ncbigene:55802	GO:0043085	participates	Gene	Biological Process
ncbigene:1849	ncbigene:5594	interacts	Gene	Gene
ncbigene:2674	ncbigene:1499	interacts	Gene	Gene
ncbigene:4729	ncbigene:5568	interacts	Gene	Gene
ncbigene:151648	ncbigene:6232	interacts	Gene	Gene
ncbigene:1439	GO:0007165	participates	Gene	Biological Process
ncbigene:1445	ncbigene:55824	interacts	Gene	Gene
ncbigene:1462	GO:0007155	participates	Gene	Biological Process
ncbigene:7088	GO:0007165	participates	Gene	Biological Process
ncbigene:2879	ncbigene:2876	interacts	Gene	Gene
ncbigene:6608	GO:0050821	participates	Gene	Biological Process
ncbigene:79923	ncbigene:55211	interacts	Gene	Gene
pubchem.compound:23725625	ncbigene:142	downregulates	Compound	Gene
ncbigene:5608	GO:0043065	participates	Gene	Biological Process
ncbigene:5467	ncbigene:1375	interacts	Gene	Gene
ncbigene:201514	ncbigene:3845	interacts	Gene	Gene
ncbigene:8175	GO:0006397	participates	Gene	Biological Process
pubchem.compound:54454	ncbigene:1666	downregulates	Compound	Gene
ncbigene:283	GO:0042592	participates	Gene	Biological Process
pubchem.compound:60854	ncbigene:1128	downregulates	Compound	Gene
ncbigene:9252	ncbigene:100302282	interacts	Gene	Gene
pubchem.compound:3476	ncbigene:54659	downregulates	Compound	Gene
ncbigene:10105	ncbigene:5581	interacts	Gene	Gene
ncbigene:57122	GO:0006913	participates	Gene	Biological Process
ncbigene:1140	ncbigene:2185	interacts	Gene	Gene
ncbigene:8807	ncbigene:5970	interacts	Gene	Gene
ncbigene:4923	ncbigene:2776	interacts	Gene	Gene
ncbigene:3375	ncbigene:10203	interacts	Gene	Gene
pubchem.compound:54687	ncbigene:6403	downregulates	Compound	Gene
ncbigene:5744	ncbigene:8600	interacts	Gene	Gene
ncbigene:5436	ncbigene:7073	interacts	Gene	Gene
pubchem.compound:4091	ncbigene:3600	downregulates	Compound	Gene
ncbigene:5645	GO:0006508	participates	Gene	Biological Process
pubchem.compound:5280360	ncbigene:3487	upregulates	Compound	Gene
pubchem.compound:3333	ncbigene:781	downregulates	Compound	Gene
ncbigene:1060	GO:0007059	participates	Gene	Biological Process
ncbigene:10371	ncbigene:8829	interacts	Gene	Gene
ncbigene:5515	ncbigene:5790	interacts	Gene	Gene
ncbigene:4697	ncbigene:5568	interacts	Gene	Gene
ncbigene:6258	ncbigene:19	interacts	Gene	Gene
ncbigene:4943	GO:0006914	participates	Gene	Biological Process
ncbigene:1794	ncbigene:5881	interacts	Gene	Gene
pubchem.compound:2477	ncbigene:146	upregulates	Compound	Gene
ncbigene:1948	GO:0007267	participates	Gene	Biological Process
ncbigene:6346	ncbigene:63940	interacts	Gene	Gene
ncbigene:2022	GO:0007155	participates	Gene	Biological Process
ncbigene:81797	ncbigene:51764	interacts	Gene	Gene
ncbigene:26683	ncbigene:2788	interacts	Gene	Gene
ncbigene:5606	ncbigene:5494	interacts	Gene	Gene
pubchem.compound:5284373	ncbigene:5530	downregulates	Compound	Gene
pubchem.compound:5280453	ncbigene:9407	upregulates	Compound	Gene
pubchem.compound:3676	ncbigene:5617	downregulates	Compound	Gene
ncbigene:3418	ncbigene:80198	interacts	Gene	Gene
ncbigene:119687	ncbigene:51764	interacts	Gene	Gene
pubchem.compound:5280343	ncbigene:4953	downregulates	Compound	Gene
ncbigene:10533	ncbigene:369	interacts	Gene	Gene
ncbigene:9415	GO:0006629	participates	Gene	Biological Process
ncbigene:329	ncbigene:5414	interacts	Gene	Gene
pubchem.compound:5280343	ncbigene:1536	downregulates	Compound	Gene
pubchem.compound:145068	ncbigene:2984	upregulates	Compound	Gene
ncbigene:5443	GO:0007267	participates	Gene	Biological Process
ncbigene:5438	ncbigene:80004	interacts	Gene	Gene
ncbigene:6907	GO:0006508	participates	Gene	Biological Process
ncbigene:718	ncbigene:202309	interacts	Gene	Gene
ncbigene:8822	GO:0007267	participates	Gene	Biological Process
ncbigene:1796	ncbigene:1399	interacts	Gene	Gene
ncbigene:1365	GO:0007155	participates	Gene	Biological Process
ncbigene:5158	GO:0007165	participates	Gene	Biological Process
pubchem.compound:5095	ncbigene:148	downregulates	Compound	Gene
ncbigene:3651	ncbigene:54431	interacts	Gene	Gene
ncbigene:5204	GO:0006457	participates	Gene	Biological Process
ncbigene:100423062	ncbigene:933	interacts	Gene	Gene
ncbigene:3123	GO:0007010	participates	Gene	Biological Process
ncbigene:290	GO:0030154	participates	Gene	Biological Process
ncbigene:4722	ncbigene:5568	interacts	Gene	Gene
pubchem.compound:3547	ncbigene:7099	downregulates	Compound	Gene
ncbigene:4323	GO:0031638	participates	Gene	Biological Process
ncbigene:79735	ncbigene:338382	interacts	Gene	Gene
ncbigene:730	ncbigene:729	interacts	Gene	Gene
ncbigene:1019	ncbigene:10600	interacts	Gene	Gene
ncbigene:3549	ncbigene:50937	interacts	Gene	Gene
ncbigene:2885	GO:0007165	participates	Gene	Biological Process
ncbigene:85236	ncbigene:3817	interacts	Gene	Gene
ncbigene:51655	ncbigene:2792	interacts	Gene	Gene
ncbigene:27022	ncbigene:1000	interacts	Gene	Gene
ncbigene:346528	ncbigene:2782	interacts	Gene	Gene
pubchem.compound:54454	ncbigene:4314	downregulates	Compound	Gene
pubchem.compound:6013	ncbigene:4846	upregulates	Compound	Gene
pubchem.compound:2083	ncbigene:1080	upregulates	Compound	Gene
ncbigene:79658	ncbigene:60	interacts	Gene	Gene
ncbigene:390261	ncbigene:2788	interacts	Gene	Gene
ncbigene:137970	ncbigene:998	interacts	Gene	Gene
ncbigene:22976	ncbigene:51720	interacts	Gene	Gene
ncbigene:5894	ncbigene:161742	interacts	Gene	Gene
ncbigene:9421	ncbigene:28973	interacts	Gene	Gene
ncbigene:11258	ncbigene:5241	interacts	Gene	Gene
pubchem.compound:445643	ncbigene:3567	downregulates	Compound	Gene
ncbigene:10075	GO:0030154	participates	Gene	Biological Process
ncbigene:859	GO:0030154	participates	Gene	Biological Process
ncbigene:3169	GO:0043065	participates	Gene	Biological Process
ncbigene:81341	ncbigene:2788	interacts	Gene	Gene
ncbigene:122742	ncbigene:2788	interacts	Gene	Gene
ncbigene:23604	ncbigene:441925	interacts	Gene	Gene
ncbigene:2846	ncbigene:5332	interacts	Gene	Gene
pubchem.compound:23725625	GO:0005975	induces	Compound	Biological Process
pubchem.compound:4912	ncbigene:1027	upregulates	Compound	Gene
ncbigene:10000	ncbigene:23035	interacts	Gene	Gene
ncbigene:23380	GO:0007165	participates	Gene	Biological Process
ncbigene:10747	GO:0006508	participates	Gene	Biological Process
ncbigene:142	GO:0050790	participates	Gene	Biological Process
ncbigene:132430	ncbigene:9337	interacts	Gene	Gene
pubchem.compound:702	ncbigene:6609	upregulates	Compound	Gene
ncbigene:6389	ncbigene:3064	interacts	Gene	Gene
ncbigene:1289	GO:0007155	participates	Gene	Biological Process
ncbigene:4750	GO:0051301	participates	Gene	Biological Process
pubchem.compound:2265	GO:0007049	induces	Compound	Biological Process
ncbigene:4636	ncbigene:4659	interacts	Gene	Gene
pubchem.compound:68617	ncbigene:6530	downregulates	Compound	Gene
ncbigene:9064	ncbigene:5608	interacts	Gene	Gene
pubchem.compound:3339	ncbigene:7941	downregulates	Compound	Gene
ncbigene:2906	ncbigene:8912	interacts	Gene	Gene
ncbigene:8464	ncbigene:1019	interacts	Gene	Gene
ncbigene:8189	GO:0007155	participates	Gene	Biological Process
ncbigene:6355	GO:0007165	participates	Gene	Biological Process
ncbigene:51433	GO:0051301	participates	Gene	Biological Process
pubchem.compound:3961	ncbigene:4878	downregulates	Compound	Gene
ncbigene:10827	ncbigene:369	interacts	Gene	Gene
pubchem.compound:3121	ncbigene:2938	upregulates	Compound	Gene
ncbigene:8692	GO:0005975	participates	Gene	Biological Process
ncbigene:2072	ncbigene:11073	interacts	Gene	Gene
ncbigene:7096	ncbigene:3551	interacts	Gene	Gene
pubchem.compound:2375	ncbigene:354	downregulates	Compound	Gene
ncbigene:219438	ncbigene:51764	interacts	Gene	Gene
ncbigene:5571	ncbigene:5208	interacts	Gene	Gene
ncbigene:51816	GO:0007165	participates	Gene	Biological Process
pubchem.compound:5284616	ncbigene:1234	downregulates	Compound	Gene
pubchem.compound:4091	ncbigene:145264	downregulates	Compound	Gene
ncbigene:7423	ncbigene:5159	interacts	Gene	Gene
pubchem.compound:3117	GO:0042592	induces	Compound	Biological Process
ncbigene:8892	ncbigene:2932	interacts	Gene	Gene
ncbigene:401541	ncbigene:6232	interacts	Gene	Gene
ncbigene:1289	ncbigene:693124	interacts	Gene	Gene
pubchem.compound:5070	ncbigene:4803	upregulates	Compound	Gene
ncbigene:116986	ncbigene:5296	interacts	Gene	Gene
ncbigene:50832	ncbigene:29899	interacts	Gene	Gene
ncbigene:51729	GO:0006397	participates	Gene	Biological Process
ncbigene:1565	ncbigene:3359	interacts	Gene	Gene
ncbigene:10125	ncbigene:123745	interacts	Gene	Gene
ncbigene:10272	GO:0007275	participates	Gene	Biological Process
ncbigene:152	GO:0007267	participates	Gene	Biological Process
ncbigene:1457	GO:0050821	participates	Gene	Biological Process
ncbigene:2833	ncbigene:63940	interacts	Gene	Gene
ncbigene:53371	ncbigene:9877	interacts	Gene	Gene
ncbigene:81050	ncbigene:51764	interacts	Gene	Gene
ncbigene:6356	GO:0007165	participates	Gene	Biological Process
ncbigene:162514	ncbigene:4626	interacts	Gene	Gene
pubchem.compound:702	ncbigene:5054	downregulates	Compound	Gene
pubchem.compound:941361	ncbigene:8913	downregulates	Compound	Gene
ncbigene:4864	GO:0006914	participates	Gene	Biological Process
ncbigene:64282	GO:0051301	participates	Gene	Biological Process
ncbigene:5106	ncbigene:5571	interacts	Gene	Gene
ncbigene:5799	GO:0006629	participates	Gene	Biological Process
ncbigene:10220	GO:0008283	participates	Gene	Biological Process
ncbigene:3625	ncbigene:5894	interacts	Gene	Gene
ncbigene:6767	GO:0006457	participates	Gene	Biological Process
ncbigene:282775	ncbigene:2788	interacts	Gene	Gene
ncbigene:79470	ncbigene:2788	interacts	Gene	Gene
pubchem.compound:448537	ncbigene:51738	downregulates	Compound	Gene
ncbigene:84515	ncbigene:5558	interacts	Gene	Gene
ncbigene:54407	ncbigene:1649	interacts	Gene	Gene
ncbigene:3205	ncbigene:1012	interacts	Gene	Gene
ncbigene:51540	GO:0006520	participates	Gene	Biological Process
ncbigene:55914	GO:0007155	participates	Gene	Biological Process
pubchem.compound:4171	ncbigene:5739	upregulates	Compound	Gene
