source	source_node_type	target	target_node_type	edge_type
pubchem.compound:145068	Compound	ncbigene:3593	Cytokine	downregulates
pubchem.compound:145068	Compound	ncbigene:3627	Cytokine	downregulates
pubchem.compound:145068	Compound	ncbigene:3752	Ion channel	downregulates
pubchem.compound:145068	Compound	ncbigene:3827	Protease inhibitor	downregulates
pubchem.compound:145068	Compound	ncbigene:4968	Hydrolase	downregulates
pubchem.compound:145068	Compound	ncbigene:9360	Isomerase	downregulates
pubchem.compound:145068	Compound	ncbigene:9407	Hydrolase	downregulates
pubchem.compound:149096	Compound	ncbigene:3553	Cytokine	upregulates
pubchem.compound:149096	Compound	ncbigene:3558	Cytokine	upregulates
pubchem.compound:149096	Compound	ncbigene:7153	Isomerase	downregulates
pubchem.compound:1548943	Compound	ncbigene:2520	Hormone	upregulates
pubchem.compound:1548943	Compound	ncbigene:2641	Hormone	upregulates
pubchem.compound:1548943	Compound	ncbigene:3558	Cytokine	upregulates
pubchem.compound:1548943	Compound	ncbigene:51083	Hormone	upregulates
pubchem.compound:1548943	Compound	ncbigene:7350	Ion channel	upregulates
pubchem.compound:1548943	Compound	ncbigene:7474	Developmental protein	upregulates
pubchem.compound:1548943	Compound	ncbigene:836	Hydrolase	upregulates
pubchem.compound:1548943	Compound	ncbigene:837	Hydrolase	upregulates
pubchem.compound:1548943	Compound	ncbigene:9407	Hydrolase	upregulates
pubchem.compound:1548943	Compound	ncbigene:9518	Cytokine	upregulates
pubchem.compound:1548943	Compound	ncbigene:2194	Hydrolase	downregulates
pubchem.compound:1548943	Compound	ncbigene:23411	Developmental protein	downregulates
pubchem.compound:1548943	Compound	ncbigene:3576	Cytokine	downregulates
pubchem.compound:1548943	Compound	ncbigene:4318	Hydrolase	downregulates
pubchem.compound:16362	Compound	ncbigene:5617	Hormone	upregulates
pubchem.compound:16362	Compound	ncbigene:3757	Ion channel	downregulates
pubchem.compound:16362	Compound	ncbigene:5741	Hormone	downregulates
pubchem.compound:20279	Compound	ncbigene:836	Hydrolase	upregulates
pubchem.compound:20279	Compound	ncbigene:842	Hydrolase	upregulates
pubchem.compound:20279	Compound	ncbigene:100	Hydrolase	downregulates
pubchem.compound:20279	Compound	ncbigene:5426	Hydrolase	downregulates
pubchem.compound:2083	Compound	ncbigene:1080	Ion channel	upregulates
pubchem.compound:2083	Compound	ncbigene:2147	Hydrolase	upregulates
pubchem.compound:2083	Compound	ncbigene:3586	Cytokine	upregulates
pubchem.compound:2083	Compound	ncbigene:4318	Hydrolase	upregulates
pubchem.compound:2132	Compound	ncbigene:2629	Hydrolase	upregulates
pubchem.compound:2162	Compound	ncbigene:5444	Hydrolase	upregulates
pubchem.compound:2162	Compound	ncbigene:5972	Hydrolase	upregulates
pubchem.compound:2162	Compound	ncbigene:55799	Ion channel	downregulates
pubchem.compound:2162	Compound	ncbigene:775	Ion channel	downregulates
pubchem.compound:2162	Compound	ncbigene:776	Ion channel	downregulates
pubchem.compound:2162	Compound	ncbigene:779	Ion channel	downregulates
pubchem.compound:2162	Compound	ncbigene:781	Ion channel	downregulates
pubchem.compound:2162	Compound	ncbigene:782	Ion channel	downregulates
pubchem.compound:2162	Compound	ncbigene:783	Ion channel	downregulates
pubchem.compound:2375	Compound	ncbigene:1956	Developmental protein	upregulates
pubchem.compound:2375	Compound	ncbigene:10257	Translocase	downregulates
pubchem.compound:2375	Compound	ncbigene:354	Hydrolase	downregulates
pubchem.compound:2471	Compound	ncbigene:5972	Hydrolase	upregulates
pubchem.compound:2471	Compound	ncbigene:7248	Chaperone	upregulates
pubchem.compound:2471	Compound	ncbigene:1080	Ion channel	downregulates
pubchem.compound:2471	Compound	ncbigene:2252	Heparin-binding	downregulates
pubchem.compound:2471	Compound	ncbigene:3845	Hydrolase	downregulates
pubchem.compound:2471	Compound	ncbigene:641	Hydrolase	downregulates
pubchem.compound:2477	Compound	ncbigene:3558	Cytokine	upregulates
pubchem.compound:2477	Compound	ncbigene:5617	Hormone	upregulates
pubchem.compound:2477	Compound	ncbigene:9407	Hydrolase	upregulates
pubchem.compound:2478	Compound	ncbigene:5054	Protease inhibitor	upregulates
pubchem.compound:24826799	Compound	ncbigene:9429	Translocase	upregulates
pubchem.compound:24826799	Compound	ncbigene:1080	Ion channel	downregulates
pubchem.compound:24826799	Compound	ncbigene:2260	Heparin-binding	downregulates
pubchem.compound:24826799	Compound	ncbigene:2263	Heparin-binding	downregulates
pubchem.compound:24826799	Compound	ncbigene:3757	Ion channel	downregulates
pubchem.compound:24826799	Compound	ncbigene:3791	Developmental protein	downregulates
pubchem.compound:24826799	Compound	ncbigene:4170	Developmental protein	downregulates
pubchem.compound:24826799	Compound	ncbigene:5156	Developmental protein	downregulates
pubchem.compound:24826799	Compound	ncbigene:89845	Translocase	downregulates
pubchem.compound:2554	Compound	ncbigene:3558	Cytokine	downregulates
pubchem.compound:2554	Compound	ncbigene:9360	Isomerase	upregulates
pubchem.compound:2554	Compound	ncbigene:11280	Ion channel	downregulates
pubchem.compound:2554	Compound	ncbigene:6323	Ion channel	downregulates
pubchem.compound:2554	Compound	ncbigene:6328	Ion channel	downregulates
pubchem.compound:2554	Compound	ncbigene:6329	Ion channel	downregulates
pubchem.compound:2554	Compound	ncbigene:6332	Ion channel	downregulates
pubchem.compound:2554	Compound	ncbigene:6334	Ion channel	downregulates
pubchem.compound:2554	Compound	ncbigene:6336	Ion channel	downregulates
pubchem.compound:2554	Compound	ncbigene:6750	Hormone	downregulates
pubchem.compound:2554	Compound	ncbigene:959	Cytokine	downregulates
pubchem.compound:2719	Compound	ncbigene:1520	Hydrolase	downregulates
pubchem.compound:2719	Compound	ncbigene:2056	Hormone	downregulates
pubchem.compound:2719	Compound	ncbigene:3315	Chaperone	downregulates
pubchem.compound:2719	Compound	ncbigene:3553	Cytokine	downregulates
pubchem.compound:2719	Compound	ncbigene:4318	Hydrolase	downregulates
pubchem.compound:2719	Compound	ncbigene:551	Hormone	downregulates
pubchem.compound:2719	Compound	ncbigene:6334	Ion channel	downregulates
pubchem.compound:2719	Compound	ncbigene:7124	Cytokine	downregulates
pubchem.compound:2719	Compound	ncbigene:836	Hydrolase	downregulates
pubchem.compound:2756	Compound	ncbigene:5617	Hormone	upregulates
pubchem.compound:2756	Compound	ncbigene:10752	Developmental protein	downregulates
pubchem.compound:2756	Compound	ncbigene:3196	Developmental protein	downregulates
pubchem.compound:2756	Compound	ncbigene:6750	Hormone	downregulates
pubchem.compound:2756	Compound	ncbigene:9518	Cytokine	downregulates
pubchem.compound:2764	Compound	ncbigene:3558	Cytokine	upregulates
pubchem.compound:2764	Compound	ncbigene:4312	Hydrolase	upregulates
pubchem.compound:2764	Compound	ncbigene:836	Hydrolase	upregulates
pubchem.compound:2764	Compound	ncbigene:1490	Heparin-binding	downregulates
pubchem.compound:2764	Compound	ncbigene:7153	Isomerase	downregulates
pubchem.compound:2764	Compound	ncbigene:7155	Isomerase	downregulates
pubchem.compound:2764	Compound	ncbigene:9407	Hydrolase	downregulates
pubchem.compound:2771	Compound	ncbigene:3741	Ion channel	downregulates
pubchem.compound:2771	Compound	ncbigene:3757	Ion channel	downregulates
pubchem.compound:2771	Compound	ncbigene:6750	Hormone	downregulates
pubchem.compound:2771	Compound	ncbigene:9407	Hydrolase	downregulates
pubchem.compound:2794	Compound	ncbigene:5319	Hydrolase	upregulates
pubchem.compound:2794	Compound	ncbigene:22943	Developmental protein	downregulates
pubchem.compound:2794	Compound	ncbigene:3738	Ion channel	downregulates
pubchem.compound:2796	Compound	ncbigene:4023	Heparin-binding	upregulates
pubchem.compound:2796	Compound	ncbigene:5464	Hydrolase	upregulates
pubchem.compound:2796	Compound	ncbigene:9407	Hydrolase	upregulates
pubchem.compound:2797	Compound	ncbigene:19	Translocase	upregulates
pubchem.compound:2797	Compound	ncbigene:225	Translocase	upregulates
pubchem.compound:2797	Compound	ncbigene:255738	Hydrolase	downregulates
pubchem.compound:2797	Compound	ncbigene:4023	Heparin-binding	upregulates
pubchem.compound:2797	Compound	ncbigene:5244	Translocase	upregulates
pubchem.compound:2797	Compound	ncbigene:5444	Hydrolase	upregulates
pubchem.compound:2797	Compound	ncbigene:551	Hormone	upregulates
pubchem.compound:2797	Compound	ncbigene:57104	Hydrolase	upregulates
pubchem.compound:2797	Compound	ncbigene:5054	Protease inhibitor	downregulates
pubchem.compound:2797	Compound	ncbigene:7941	Hydrolase	downregulates
pubchem.compound:2797	Compound	ncbigene:9407	Hydrolase	downregulates
pubchem.compound:2812	Compound	ncbigene:3783	Ion channel	downregulates
pubchem.compound:2913	Compound	ncbigene:5617	Hormone	upregulates
pubchem.compound:2955	Compound	ncbigene:3576	Cytokine	downregulates
pubchem.compound:3019	Compound	ncbigene:2641	Hormone	downregulates
pubchem.compound:3019	Compound	ncbigene:3767	Ion channel	upregulates
pubchem.compound:3019	Compound	ncbigene:5972	Hydrolase	upregulates
pubchem.compound:30323	Compound	ncbigene:27306	Isomerase	downregulates
pubchem.compound:30323	Compound	ncbigene:2938	Isomerase	downregulates
pubchem.compound:30323	Compound	ncbigene:3553	Cytokine	downregulates
pubchem.compound:30323	Compound	ncbigene:7153	Isomerase	downregulates
pubchem.compound:30323	Compound	ncbigene:7155	Isomerase	downregulates
pubchem.compound:3108	Compound	ncbigene:100	Hydrolase	downregulates
pubchem.compound:3108	Compound	ncbigene:10846	Hydrolase	downregulates
pubchem.compound:3108	Compound	ncbigene:2056	Hormone	downregulates
pubchem.compound:3108	Compound	ncbigene:4318	Hydrolase	downregulates
pubchem.compound:3108	Compound	ncbigene:7124	Cytokine	downregulates
pubchem.compound:3108	Compound	ncbigene:8654	Hydrolase	downregulates
pubchem.compound:3117	Compound	ncbigene:4313	Hydrolase	downregulates
pubchem.compound:3117	Compound	ncbigene:9669	Hydrolase	downregulates
pubchem.compound:3121	Compound	ncbigene:27306	Isomerase	upregulates
pubchem.compound:3121	Compound	ncbigene:2938	Isomerase	upregulates
pubchem.compound:3121	Compound	ncbigene:5327	Hydrolase	upregulates
pubchem.compound:3121	Compound	ncbigene:5649	Hydrolase	upregulates
pubchem.compound:3121	Compound	ncbigene:627	Growth factor	upregulates
pubchem.compound:3121	Compound	ncbigene:7057	Heparin-binding	upregulates
pubchem.compound:3121	Compound	ncbigene:811	Chaperone	upregulates
pubchem.compound:3121	Compound	ncbigene:11280	Ion channel	downregulates
pubchem.compound:3121	Compound	ncbigene:2932	Developmental protein	downregulates
pubchem.compound:3121	Compound	ncbigene:632	Hormone	downregulates
pubchem.compound:3121	Compound	ncbigene:6323	Ion channel	downregulates
pubchem.compound:3121	Compound	ncbigene:6328	Ion channel	downregulates
pubchem.compound:3121	Compound	ncbigene:6329	Ion channel	downregulates
pubchem.compound:3121	Compound	ncbigene:6332	Ion channel	downregulates
pubchem.compound:3121	Compound	ncbigene:6334	Ion channel	downregulates
pubchem.compound:3121	Compound	ncbigene:6336	Ion channel	downregulates
pubchem.compound:3121	Compound	ncbigene:9734	Hydrolase	downregulates
pubchem.compound:3157	Compound	ncbigene:250	Hydrolase	upregulates
pubchem.compound:3157	Compound	ncbigene:251	Hydrolase	upregulates
pubchem.compound:3157	Compound	ncbigene:5972	Hydrolase	upregulates
pubchem.compound:3157	Compound	ncbigene:3757	Ion channel	downregulates
pubchem.compound:3157	Compound	ncbigene:3791	Developmental protein	downregulates
pubchem.compound:3157	Compound	ncbigene:81033	Ion channel	downregulates
pubchem.compound:3157	Compound	ncbigene:90134	Ion channel	downregulates
pubchem.compound:31703	Compound	ncbigene:10057	Translocase	upregulates
pubchem.compound:31703	Compound	ncbigene:1437	Cytokine	upregulates
pubchem.compound:31703	Compound	ncbigene:1440	Cytokine	upregulates
pubchem.compound:31703	Compound	ncbigene:1956	Developmental protein	upregulates
pubchem.compound:31703	Compound	ncbigene:3315	Chaperone	upregulates
pubchem.compound:31703	Compound	ncbigene:3576	Cytokine	upregulates
pubchem.compound:31703	Compound	ncbigene:3586	Cytokine	upregulates
pubchem.compound:31703	Compound	ncbigene:4318	Hydrolase	upregulates
pubchem.compound:31703	Compound	ncbigene:4363	Translocase	upregulates
pubchem.compound:31703	Compound	ncbigene:5155	Developmental protein	upregulates
pubchem.compound:31703	Compound	ncbigene:5617	Hormone	upregulates
pubchem.compound:31703	Compound	ncbigene:5728	Hydrolase	upregulates
pubchem.compound:31703	Compound	ncbigene:5781	Hydrolase	upregulates
pubchem.compound:31703	Compound	ncbigene:6696	Cytokine	upregulates
pubchem.compound:31703	Compound	ncbigene:8312	Developmental protein	upregulates
pubchem.compound:31703	Compound	ncbigene:836	Hydrolase	upregulates
pubchem.compound:31703	Compound	ncbigene:840	Hydrolase	upregulates
pubchem.compound:31703	Compound	ncbigene:841	Hydrolase	upregulates
pubchem.compound:31703	Compound	ncbigene:842	Hydrolase	upregulates
pubchem.compound:31703	Compound	ncbigene:1843	Hydrolase	downregulates
pubchem.compound:31703	Compound	ncbigene:23411	Developmental protein	downregulates
pubchem.compound:31703	Compound	ncbigene:5328	Hydrolase	downregulates
pubchem.compound:31703	Compound	ncbigene:7057	Heparin-binding	downregulates
pubchem.compound:31703	Compound	ncbigene:7153	Isomerase	downregulates
pubchem.compound:31703	Compound	ncbigene:7155	Isomerase	downregulates
pubchem.compound:3278	Compound	ncbigene:5972	Hydrolase	upregulates
pubchem.compound:3308	Compound	ncbigene:6615	Developmental protein	downregulates
pubchem.compound:3314	Compound	ncbigene:8989	Ion channel	upregulates
pubchem.compound:3314	Compound	ncbigene:9407	Hydrolase	upregulates
pubchem.compound:3314	Compound	ncbigene:240	Hydrolase	downregulates
pubchem.compound:3314	Compound	ncbigene:8912	Ion channel	downregulates
pubchem.compound:3314	Compound	ncbigene:8913	Ion channel	downregulates
pubchem.compound:3333	Compound	ncbigene:5153	Hydrolase	downregulates
pubchem.compound:3333	Compound	ncbigene:775	Ion channel	downregulates
pubchem.compound:3333	Compound	ncbigene:776	Ion channel	downregulates
pubchem.compound:3333	Compound	ncbigene:779	Ion channel	downregulates
pubchem.compound:3333	Compound	ncbigene:781	Ion channel	downregulates
pubchem.compound:3333	Compound	ncbigene:783	Ion channel	downregulates
pubchem.compound:3333	Compound	ncbigene:8912	Ion channel	downregulates
pubchem.compound:3333	Compound	ncbigene:9254	Ion channel	downregulates
pubchem.compound:3339	Compound	ncbigene:145264	Protease inhibitor	upregulates
pubchem.compound:3339	Compound	ncbigene:23411	Developmental protein	upregulates
pubchem.compound:3339	Compound	ncbigene:255738	Hydrolase	upregulates
pubchem.compound:3339	Compound	ncbigene:3398	Developmental protein	upregulates
pubchem.compound:3339	Compound	ncbigene:3553	Cytokine	upregulates
pubchem.compound:3339	Compound	ncbigene:4312	Hydrolase	upregulates
pubchem.compound:3339	Compound	ncbigene:4314	Hydrolase	upregulates
pubchem.compound:3339	Compound	ncbigene:4322	Hydrolase	upregulates
pubchem.compound:3339	Compound	ncbigene:4323	Hydrolase	upregulates
pubchem.compound:3339	Compound	ncbigene:4324	Hydrolase	upregulates
pubchem.compound:3339	Compound	ncbigene:4654	Developmental protein	upregulates
pubchem.compound:3339	Compound	ncbigene:5054	Protease inhibitor	downregulates
pubchem.compound:3339	Compound	ncbigene:57104	Hydrolase	upregulates
pubchem.compound:3339	Compound	ncbigene:2660	Cytokine	downregulates
pubchem.compound:3339	Compound	ncbigene:3458	Cytokine	downregulates
pubchem.compound:3339	Compound	ncbigene:3479	Growth factor	downregulates
pubchem.compound:3339	Compound	ncbigene:3605	Cytokine	downregulates
pubchem.compound:3339	Compound	ncbigene:4656	Developmental protein	downregulates
pubchem.compound:3339	Compound	ncbigene:6347	Cytokine	downregulates
pubchem.compound:3339	Compound	ncbigene:64386	Hydrolase	downregulates
pubchem.compound:3339	Compound	ncbigene:7941	Hydrolase	downregulates
pubchem.compound:3343	Compound	ncbigene:2056	Hormone	upregulates
pubchem.compound:3365	Compound	ncbigene:1956	Developmental protein	upregulates
pubchem.compound:3365	Compound	ncbigene:3315	Chaperone	upregulates
pubchem.compound:3365	Compound	ncbigene:627	Growth factor	upregulates
pubchem.compound:3372	Compound	ncbigene:9407	Hydrolase	downregulates
pubchem.compound:3373	Compound	ncbigene:2558	Ion channel	downregulates
pubchem.compound:3373	Compound	ncbigene:2566	Ion channel	downregulates
pubchem.compound:33741	Compound	ncbigene:1139	Ion channel	downregulates
pubchem.compound:33741	Compound	ncbigene:116443	Ion channel	downregulates
pubchem.compound:33741	Compound	ncbigene:9407	Hydrolase	downregulates
pubchem.compound:3385	Compound	ncbigene:10057	Translocase	upregulates
pubchem.compound:3385	Compound	ncbigene:114548	Hydrolase	upregulates
pubchem.compound:3385	Compound	ncbigene:1440	Cytokine	downregulates
pubchem.compound:3385	Compound	ncbigene:1956	Developmental protein	upregulates
pubchem.compound:3385	Compound	ncbigene:2633	Hydrolase	upregulates
pubchem.compound:3385	Compound	ncbigene:3315	Chaperone	upregulates
pubchem.compound:3385	Compound	ncbigene:3447	Cytokine	upregulates
pubchem.compound:3385	Compound	ncbigene:5054	Protease inhibitor	upregulates
pubchem.compound:3385	Compound	ncbigene:7057	Heparin-binding	upregulates
pubchem.compound:3385	Compound	ncbigene:80312	Developmental protein	upregulates
pubchem.compound:3385	Compound	ncbigene:836	Hydrolase	upregulates
pubchem.compound:3385	Compound	ncbigene:842	Hydrolase	upregulates
pubchem.compound:3385	Compound	ncbigene:8824	Hydrolase	upregulates
pubchem.compound:3385	Compound	ncbigene:168400	Hydrolase	downregulates
pubchem.compound:3385	Compound	ncbigene:6476	Hydrolase	downregulates
pubchem.compound:3385	Compound	ncbigene:83990	Hydrolase	downregulates
pubchem.compound:3385	Compound	ncbigene:9407	Hydrolase	downregulates
pubchem.compound:3386	Compound	ncbigene:2898	Ion channel	upregulates
pubchem.compound:3386	Compound	ncbigene:3481	Growth factor	upregulates
pubchem.compound:3386	Compound	ncbigene:5322	Hydrolase	upregulates
pubchem.compound:3386	Compound	ncbigene:57030	Ion channel	upregulates
pubchem.compound:3386	Compound	ncbigene:627	Growth factor	upregulates
pubchem.compound:3386	Compound	ncbigene:6657	Developmental protein	upregulates
pubchem.compound:3386	Compound	ncbigene:7473	Developmental protein	upregulates
pubchem.compound:3386	Compound	ncbigene:8399	Hydrolase	upregulates
pubchem.compound:3386	Compound	ncbigene:89780	Developmental protein	upregulates
pubchem.compound:3386	Compound	ncbigene:9407	Hydrolase	upregulates
pubchem.compound:3386	Compound	ncbigene:1325	Hormone	downregulates
pubchem.compound:3386	Compound	ncbigene:1392	Hormone	downregulates
pubchem.compound:3386	Compound	ncbigene:3576	Cytokine	downregulates
pubchem.compound:3386	Compound	ncbigene:3746	Ion channel	downregulates
pubchem.compound:3386	Compound	ncbigene:3752	Ion channel	downregulates
pubchem.compound:3386	Compound	ncbigene:3760	Ion channel	downregulates
pubchem.compound:3386	Compound	ncbigene:4318	Hydrolase	downregulates
pubchem.compound:3396	Compound	ncbigene:3757	Ion channel	downregulates
pubchem.compound:3396	Compound	ncbigene:786	Ion channel	downregulates
pubchem.compound:3397	Compound	ncbigene:13	Hydrolase	upregulates
pubchem.compound:3397	Compound	ncbigene:3397	Developmental protein	upregulates
pubchem.compound:3447	Compound	ncbigene:3586	Cytokine	upregulates
pubchem.compound:3463	Compound	ncbigene:4023	Heparin-binding	downregulates
pubchem.compound:3463	Compound	ncbigene:5054	Protease inhibitor	upregulates
pubchem.compound:3463	Compound	ncbigene:338	Heparin-binding	downregulates
pubchem.compound:3475	Compound	ncbigene:2641	Hormone	downregulates
pubchem.compound:3475	Compound	ncbigene:3758	Ion channel	downregulates
pubchem.compound:3476	Compound	ncbigene:2641	Hormone	upregulates
pubchem.compound:3476	Compound	ncbigene:3758	Ion channel	downregulates
pubchem.compound:3476	Compound	ncbigene:3767	Ion channel	downregulates
pubchem.compound:3478	Compound	ncbigene:3766	Ion channel	downregulates
pubchem.compound:3488	Compound	ncbigene:2641	Hormone	downregulates
pubchem.compound:3488	Compound	ncbigene:5020	Hormone	upregulates
pubchem.compound:3488	Compound	ncbigene:9407	Hydrolase	upregulates
pubchem.compound:3488	Compound	ncbigene:1080	Ion channel	downregulates
pubchem.compound:3488	Compound	ncbigene:114548	Hydrolase	downregulates
pubchem.compound:3488	Compound	ncbigene:19	Translocase	downregulates
pubchem.compound:3488	Compound	ncbigene:3553	Cytokine	downregulates
pubchem.compound:3488	Compound	ncbigene:3576	Cytokine	downregulates
pubchem.compound:3488	Compound	ncbigene:3592	Cytokine	downregulates
pubchem.compound:3488	Compound	ncbigene:3593	Cytokine	downregulates
pubchem.compound:3488	Compound	ncbigene:3758	Ion channel	downregulates
pubchem.compound:3488	Compound	ncbigene:3767	Ion channel	downregulates
pubchem.compound:3488	Compound	ncbigene:3827	Protease inhibitor	downregulates
pubchem.compound:3488	Compound	ncbigene:4363	Translocase	downregulates
pubchem.compound:3488	Compound	ncbigene:5327	Hydrolase	downregulates
pubchem.compound:3488	Compound	ncbigene:54795	Ion channel	downregulates
pubchem.compound:3488	Compound	ncbigene:8647	Translocase	downregulates
pubchem.compound:3547	Compound	ncbigene:3586	Cytokine	upregulates
pubchem.compound:3547	Compound	ncbigene:3309	Chaperone	downregulates
pubchem.compound:3547	Compound	ncbigene:5613	Developmental protein	downregulates
pubchem.compound:3547	Compound	ncbigene:6347	Cytokine	downregulates
pubchem.compound:3547	Compound	ncbigene:6364	Cytokine	downregulates
pubchem.compound:3559	Compound	ncbigene:1363	Hydrolase	upregulates
pubchem.compound:3559	Compound	ncbigene:1848	Hydrolase	upregulates
pubchem.compound:3559	Compound	ncbigene:5153	Hydrolase	upregulates
pubchem.compound:3559	Compound	ncbigene:5617	Hormone	upregulates
pubchem.compound:3559	Compound	ncbigene:2641	Hormone	downregulates
pubchem.compound:3559	Compound	ncbigene:3320	Chaperone	downregulates
pubchem.compound:3559	Compound	ncbigene:3553	Cytokine	downregulates
pubchem.compound:3559	Compound	ncbigene:3752	Ion channel	downregulates
pubchem.compound:3559	Compound	ncbigene:4803	Protease inhibitor	downregulates
pubchem.compound:3559	Compound	ncbigene:4878	Hormone	downregulates
pubchem.compound:3559	Compound	ncbigene:55607	Developmental protein	downregulates
pubchem.compound:3559	Compound	ncbigene:9429	Translocase	downregulates
pubchem.compound:36314	Compound	ncbigene:1437	Cytokine	upregulates
pubchem.compound:36314	Compound	ncbigene:1440	Cytokine	upregulates
pubchem.compound:36314	Compound	ncbigene:1956	Developmental protein	upregulates
pubchem.compound:36314	Compound	ncbigene:196527	Ion channel	upregulates
pubchem.compound:36314	Compound	ncbigene:3309	Chaperone	upregulates
pubchem.compound:36314	Compound	ncbigene:3553	Cytokine	upregulates
pubchem.compound:36314	Compound	ncbigene:356	Cytokine	upregulates
pubchem.compound:36314	Compound	ncbigene:3576	Cytokine	upregulates
pubchem.compound:36314	Compound	ncbigene:3586	Cytokine	upregulates
pubchem.compound:36314	Compound	ncbigene:3627	Cytokine	upregulates
pubchem.compound:36314	Compound	ncbigene:4170	Developmental protein	upregulates
pubchem.compound:36314	Compound	ncbigene:4318	Hydrolase	upregulates
pubchem.compound:36314	Compound	ncbigene:5770	Hydrolase	upregulates
pubchem.compound:36314	Compound	ncbigene:627	Growth factor	upregulates
pubchem.compound:36314	Compound	ncbigene:6590	Protease inhibitor	upregulates
pubchem.compound:36314	Compound	ncbigene:7124	Cytokine	upregulates
pubchem.compound:36314	Compound	ncbigene:836	Hydrolase	upregulates
pubchem.compound:36314	Compound	ncbigene:840	Hydrolase	upregulates
pubchem.compound:36314	Compound	ncbigene:841	Hydrolase	upregulates
