source	source_node_type	target	target_node_type	edge_type
pubchem.compound:3559	Compound	ncbigene:55607	Gene	downregulates
pubchem.compound:3559	Compound	ncbigene:9456	Gene	downregulates
pubchem.compound:3559	Compound	ncbigene:4803	Gene	downregulates
pubchem.compound:3559	Compound	ncbigene:9429	Gene	downregulates
pubchem.compound:3559	Compound	ncbigene:4878	Gene	downregulates
pubchem.compound:3559	Compound	ncbigene:6506	Gene	downregulates
pubchem.compound:3559	Compound	ncbigene:2353	Gene	upregulates
pubchem.compound:3559	Compound	ncbigene:1812	Gene	downregulates
pubchem.compound:3559	Compound	ncbigene:3350	Gene	downregulates
pubchem.compound:3559	Compound	ncbigene:805	Gene	upregulates
pubchem.compound:3559	Compound	ncbigene:1565	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:2534	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:3952	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:2902	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:6531	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:467	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:1385	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:54586	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:2938	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:4851	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:114548	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:7082	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:5329	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:1956	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:27306	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:5337	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:7054	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:6844	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:4793	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:5743	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:6609	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:3558	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:2566	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:627	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:3479	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:2796	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:5106	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:4638	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:2741	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:5315	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:10825	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:22943	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:116443	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:2177	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:7124	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:6347	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:25932	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:51091	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:83756	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:2475	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:2939	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:79054	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:366	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:847	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:728378	Gene	upregulates
pubchem.compound:702	Compound	GO:0007165	Biological Process	induces
pubchem.compound:702	Compound	ncbigene:3845	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:7133	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:6615	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:10891	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:1536	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:6319	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:7184	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:3021	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:6517	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:7295	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:4804	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:137872	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:2940	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:468	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:5728	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:2742	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:3166	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:5468	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:2354	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:6446	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:4205	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:361	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:213	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:5467	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:3725	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:3484	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:968	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:3020	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:2554	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:79966	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:229	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:3359	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:60	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:19	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:2668	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:1080	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:7099	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:958	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:3684	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:9308	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:80381	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:1052	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:4843	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:2946	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:5054	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:1103	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:147495	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:2597	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:655	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:2950	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:91807	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:6337	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:8462	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:5770	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:3606	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:664	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:4488	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:9407	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:335	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:3363	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:5105	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:1548	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:5338	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:8878	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:54567	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:836	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:920	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:9564	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:2353	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:5947	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:6511	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:6696	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:6469	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:1392	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:632	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:84152	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:2822	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:1576	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:3791	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:2571	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:2909	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:3485	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:7157	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:1509	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:1555	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:7015	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:1958	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:4988	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:2645	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:2247	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:2697	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:983	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:7098	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:7200	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:5179	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:953	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:5290	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:7432	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:3418	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:5444	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:3652	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:654	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:27250	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:653361	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:4922	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:4762	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:5741	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:9768	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:3931	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:4846	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:3553	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:4144	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:5617	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:5451	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:7080	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:216	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:2064	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:6010	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:1543	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:718	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:2065	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:387	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:6340	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:5327	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:3481	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:3480	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:4953	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:4318	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:3760	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:240	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:2915	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:444	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:338	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:1786	Gene	downregulates
pubchem.compound:702	Compound	ncbigene:3297	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:1401	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:5925	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:56848	Gene	upregulates
pubchem.compound:702	Compound	ncbigene:7132	Gene	upregulates
pubchem.compound:702	Compound	GO:0007267	Biological Process	induces
ncbigene:8021	Gene	GO:0006913	Biological Process	participates
ncbigene:8021	Gene	ncbigene:79228	Gene	interacts
ncbigene:8021	Gene	ncbigene:55110	Gene	interacts
ncbigene:79228	Gene	GO:0006397	Biological Process	participates
ncbigene:6430	Gene	GO:0006397	Biological Process	participates
ncbigene:6430	Gene	ncbigene:10772	Gene	interacts
ncbigene:10772	Gene	ncbigene:4670	Gene	interacts
ncbigene:10772	Gene	ncbigene:6631	Gene	interacts
ncbigene:10772	Gene	ncbigene:5725	Gene	interacts
ncbigene:10772	Gene	ncbigene:11100	Gene	interacts
ncbigene:10772	Gene	ncbigene:3181	Gene	interacts
ncbigene:10772	Gene	ncbigene:6626	Gene	interacts
ncbigene:10772	Gene	ncbigene:27316	Gene	interacts
ncbigene:10772	Gene	ncbigene:6428	Gene	interacts
ncbigene:10772	Gene	ncbigene:6430	Gene	interacts
ncbigene:10772	Gene	ncbigene:10250	Gene	interacts
ncbigene:10772	Gene	ncbigene:5094	Gene	interacts
ncbigene:10772	Gene	ncbigene:3192	Gene	interacts
ncbigene:10772	Gene	ncbigene:6432	Gene	interacts
ncbigene:10772	Gene	ncbigene:3178	Gene	interacts
ncbigene:10772	Gene	ncbigene:220988	Gene	interacts
ncbigene:10772	Gene	ncbigene:1655	Gene	interacts
pubchem.compound:11625818	Compound	GO:0043065	Biological Process	induces
pubchem.compound:11625818	Compound	ncbigene:959	Gene	downregulates
pubchem.compound:11625818	Compound	GO:0016485	Biological Process	induces
pubchem.compound:11625818	Compound	GO:0050821	Biological Process	induces
pubchem.compound:11625818	Compound	GO:0007010	Biological Process	induces
pubchem.compound:11625818	Compound	GO:0043085	Biological Process	induces
pubchem.compound:11625818	Compound	GO:0016192	Biological Process	induces
pubchem.compound:11625818	Compound	GO:0007034	Biological Process	induces
pubchem.compound:11625818	Compound	GO:0006629	Biological Process	induces
pubchem.compound:11625818	Compound	ncbigene:7124	Gene	upregulates
pubchem.compound:11625818	Compound	GO:0007165	Biological Process	induces
pubchem.compound:11625818	Compound	ncbigene:1901	Gene	upregulates
pubchem.compound:11625818	Compound	GO:0002376	Biological Process	induces
pubchem.compound:11625818	Compound	GO:0008283	Biological Process	induces
pubchem.compound:11625818	Compound	ncbigene:5293	Gene	downregulates
pubchem.compound:11625818	Compound	GO:0005975	Biological Process	induces
pubchem.compound:11625818	Compound	ncbigene:5294	Gene	downregulates
pubchem.compound:11625818	Compound	GO:0050790	Biological Process	induces
pubchem.compound:11625818	Compound	GO:0007049	Biological Process	induces
pubchem.compound:11625818	Compound	GO:0006914	Biological Process	induces
pubchem.compound:11625818	Compound	GO:0048646	Biological Process	induces
pubchem.compound:11625818	Compound	ncbigene:4170	Gene	downregulates
ncbigene:959	Gene	ncbigene:207	Gene	interacts
ncbigene:959	Gene	ncbigene:958	Gene	interacts
ncbigene:7124	Gene	GO:0043065	Biological Process	participates
ncbigene:7124	Gene	GO:0030198	Biological Process	participates
ncbigene:7124	Gene	ncbigene:23495	Gene	interacts
ncbigene:7124	Gene	ncbigene:5827	Gene	interacts
ncbigene:1901	Gene	GO:0008283	Biological Process	participates
ncbigene:1901	Gene	GO:0007155	Biological Process	participates
ncbigene:1901	Gene	ncbigene:29899	Gene	interacts
ncbigene:1901	Gene	ncbigene:29127	Gene	interacts
ncbigene:5293	Gene	GO:0007165	Biological Process	participates
ncbigene:5293	Gene	ncbigene:10231	Gene	interacts
ncbigene:5293	Gene	ncbigene:406913	Gene	interacts
ncbigene:5294	Gene	ncbigene:10097	Gene	interacts
ncbigene:5294	Gene	ncbigene:2782	Gene	interacts
ncbigene:4170	Gene	ncbigene:406922	Gene	interacts
ncbigene:4170	Gene	ncbigene:8239	Gene	interacts
ncbigene:4170	Gene	GO:0043065	Biological Process	participates
ncbigene:10284	Gene	GO:0043065	Biological Process	participates
ncbigene:10284	Gene	ncbigene:2737	Gene	interacts
ncbigene:10284	Gene	GO:0006397	Biological Process	participates
ncbigene:10284	Gene	ncbigene:2735	Gene	interacts
ncbigene:7052	Gene	GO:0043065	Biological Process	participates
ncbigene:7052	Gene	GO:0006508	Biological Process	participates
ncbigene:7052	Gene	ncbigene:5333	Gene	interacts
ncbigene:7052	Gene	ncbigene:7428	Gene	interacts
ncbigene:1785	Gene	GO:0043065	Biological Process	participates
ncbigene:1785	Gene	GO:0061024	Biological Process	participates
ncbigene:1785	Gene	GO:0007165	Biological Process	participates
ncbigene:1785	Gene	ncbigene:7422	Gene	interacts
ncbigene:1785	Gene	ncbigene:3897	Gene	interacts
ncbigene:664	Gene	GO:0043065	Biological Process	participates
ncbigene:664	Gene	ncbigene:5970	Gene	interacts
ncbigene:664	Gene	ncbigene:5481	Gene	interacts
ncbigene:51776	Gene	GO:0043065	Biological Process	participates
ncbigene:51776	Gene	GO:0007010	Biological Process	participates
ncbigene:51776	Gene	GO:0030154	Biological Process	participates
ncbigene:51776	Gene	GO:0007059	Biological Process	participates
ncbigene:51776	Gene	ncbigene:5608	Gene	interacts
ncbigene:51776	Gene	GO:0008219	Biological Process	participates
ncbigene:51776	Gene	ncbigene:5609	Gene	interacts
ncbigene:5916	Gene	GO:0043065	Biological Process	participates
ncbigene:5916	Gene	ncbigene:1592	Gene	interacts
ncbigene:5916	Gene	GO:0030154	Biological Process	participates
ncbigene:4318	Gene	GO:0030198	Biological Process	participates
ncbigene:4318	Gene	GO:0043065	Biological Process	participates
ncbigene:4318	Gene	GO:0006508	Biological Process	participates
ncbigene:4318	Gene	ncbigene:4224	Gene	interacts
ncbigene:4318	Gene	ncbigene:4225	Gene	interacts
ncbigene:4318	Gene	ncbigene:407009	Gene	interacts
ncbigene:406950	Gene	GO:0043065	Biological Process	participates
ncbigene:29108	Gene	GO:0043065	Biological Process	participates
ncbigene:29108	Gene	GO:0007165	Biological Process	participates
ncbigene:29108	Gene	ncbigene:375387	Gene	interacts
ncbigene:29108	Gene	ncbigene:152138	Gene	interacts
ncbigene:841	Gene	GO:0043065	Biological Process	participates
ncbigene:841	Gene	GO:0006508	Biological Process	participates
ncbigene:841	Gene	ncbigene:1982	Gene	interacts
ncbigene:841	Gene	ncbigene:1981	Gene	interacts
ncbigene:841	Gene	GO:0051604	Biological Process	participates
ncbigene:578	Gene	GO:0043065	Biological Process	participates
ncbigene:578	Gene	ncbigene:406911	Gene	interacts
ncbigene:578	Gene	ncbigene:7009	Gene	interacts
ncbigene:153090	Gene	GO:0043065	Biological Process	participates
ncbigene:153090	Gene	GO:0007049	Biological Process	participates
ncbigene:153090	Gene	ncbigene:6237	Gene	interacts
ncbigene:153090	Gene	ncbigene:4217	Gene	interacts
ncbigene:65264	Gene	GO:0043065	Biological Process	participates
ncbigene:835	Gene	GO:0043065	Biological Process	participates
ncbigene:835	Gene	GO:0016485	Biological Process	participates
ncbigene:835	Gene	ncbigene:84823	Gene	interacts
ncbigene:835	Gene	ncbigene:1982	Gene	interacts
ncbigene:835	Gene	ncbigene:4001	Gene	interacts
ncbigene:835	Gene	ncbigene:8672	Gene	interacts
pubchem.compound:10635	Compound	GO:0043065	Biological Process	induces
pubchem.compound:10635	Compound	GO:0007049	Biological Process	induces
pubchem.compound:10635	Compound	ncbigene:57468	Gene	upregulates
pubchem.compound:10635	Compound	GO:0048856	Biological Process	induces
pubchem.compound:10635	Compound	GO:0007059	Biological Process	induces
pubchem.compound:10635	Compound	GO:0008283	Biological Process	induces
pubchem.compound:10635	Compound	GO:0007165	Biological Process	induces
pubchem.compound:10635	Compound	GO:0000902	Biological Process	induces
pubchem.compound:10635	Compound	ncbigene:3487	Gene	downregulates
pubchem.compound:10635	Compound	ncbigene:10645	Gene	upregulates
pubchem.compound:10635	Compound	GO:0006629	Biological Process	induces
pubchem.compound:10635	Compound	ncbigene:2621	Gene	upregulates
pubchem.compound:10635	Compound	ncbigene:6720	Gene	upregulates
pubchem.compound:10635	Compound	ncbigene:9611	Gene	downregulates
pubchem.compound:10635	Compound	GO:0032880	Biological Process	induces
pubchem.compound:10635	Compound	ncbigene:354	Gene	upregulates
pubchem.compound:10635	Compound	ncbigene:10257	Gene	upregulates
pubchem.compound:10635	Compound	ncbigene:775	Gene	upregulates
pubchem.compound:10635	Compound	ncbigene:6462	Gene	downregulates
pubchem.compound:10635	Compound	GO:0030154	Biological Process	induces
pubchem.compound:10635	Compound	ncbigene:3292	Gene	downregulates
pubchem.compound:10635	Compound	ncbigene:3757	Gene	upregulates
pubchem.compound:10635	Compound	GO:0044281	Biological Process	induces
pubchem.compound:10635	Compound	ncbigene:5241	Gene	downregulates
pubchem.compound:10635	Compound	GO:0009790	Biological Process	induces
pubchem.compound:10635	Compound	GO:0048646	Biological Process	induces
pubchem.compound:10635	Compound	ncbigene:7224	Gene	downregulates
pubchem.compound:10635	Compound	ncbigene:367	Gene	downregulates
pubchem.compound:10635	Compound	ncbigene:7276	Gene	upregulates
pubchem.compound:54687	Compound	ncbigene:10599	Gene	upregulates
pubchem.compound:54687	Compound	GO:0006914	Biological Process	induces
pubchem.compound:54687	Compound	GO:0043065	Biological Process	induces
pubchem.compound:54687	Compound	ncbigene:3576	Gene	downregulates
pubchem.compound:54687	Compound	ncbigene:5881	Gene	downregulates
pubchem.compound:54687	Compound	ncbigene:255738	Gene	upregulates
pubchem.compound:54687	Compound	ncbigene:1401	Gene	downregulates
pubchem.compound:54687	Compound	ncbigene:1576	Gene	downregulates
pubchem.compound:54687	Compound	ncbigene:4170	Gene	downregulates
pubchem.compound:54687	Compound	ncbigene:9407	Gene	upregulates
pubchem.compound:54687	Compound	ncbigene:3156	Gene	downregulates
pubchem.compound:54687	Compound	ncbigene:5228	Gene	upregulates
pubchem.compound:54687	Compound	ncbigene:3458	Gene	downregulates
pubchem.compound:54687	Compound	ncbigene:2697	Gene	upregulates
pubchem.compound:54687	Compound	GO:0050877	Biological Process	induces
pubchem.compound:54687	Compound	GO:0007267	Biological Process	induces
pubchem.compound:54687	Compound	GO:0048646	Biological Process	induces
pubchem.compound:54687	Compound	ncbigene:6403	Gene	downregulates
pubchem.compound:54687	Compound	ncbigene:9021	Gene	upregulates
pubchem.compound:54687	Compound	ncbigene:4846	Gene	upregulates
pubchem.compound:54687	Compound	ncbigene:3600	Gene	downregulates
pubchem.compound:54687	Compound	ncbigene:4973	Gene	downregulates
pubchem.compound:54687	Compound	ncbigene:3066	Gene	downregulates
pubchem.compound:54687	Compound	GO:0048856	Biological Process	induces
pubchem.compound:54687	Compound	ncbigene:5327	Gene	upregulates
pubchem.compound:54687	Compound	GO:0030705	Biological Process	induces
