source	target	edge_type	source_node_type	target_node_type
ncbigene:27165	GO:0006520	participates	Gene	Biological Process
ncbigene:2810	ncbigene:7531	interacts	Gene	Gene
ncbigene:2810	ncbigene:6932	interacts	Gene	Gene
ncbigene:2810	GO:0007165	participates	Gene	Biological Process
ncbigene:3009	GO:0050821	participates	Gene	Biological Process
ncbigene:355	ncbigene:3315	interacts	Gene	Gene
ncbigene:355	GO:0007165	participates	Gene	Biological Process
ncbigene:355	GO:0043065	participates	Gene	Biological Process
ncbigene:4193	GO:0007049	participates	Gene	Biological Process
ncbigene:5243	GO:0006805	participates	Gene	Biological Process
ncbigene:5243	GO:0055085	participates	Gene	Biological Process
ncbigene:54541	ncbigene:7531	interacts	Gene	Gene
ncbigene:55367	ncbigene:8738	interacts	Gene	Gene
ncbigene:55367	GO:0007165	participates	Gene	Biological Process
ncbigene:55367	GO:0016540	participates	Gene	Biological Process
ncbigene:55367	GO:0043065	participates	Gene	Biological Process
ncbigene:581	GO:0043065	participates	Gene	Biological Process
ncbigene:58484	GO:0043065	participates	Gene	Biological Process
ncbigene:604	GO:0000902	participates	Gene	Biological Process
ncbigene:604	GO:0043065	participates	Gene	Biological Process
ncbigene:665	ncbigene:10370	interacts	Gene	Gene
ncbigene:665	ncbigene:6389	interacts	Gene	Gene
ncbigene:665	GO:0043065	participates	Gene	Biological Process
ncbigene:84883	GO:0043065	participates	Gene	Biological Process
ncbigene:8794	GO:0043065	participates	Gene	Biological Process
ncbigene:8795	GO:0043065	participates	Gene	Biological Process
ncbigene:8797	ncbigene:8794	interacts	Gene	Gene
ncbigene:8797	GO:0007165	participates	Gene	Biological Process
ncbigene:8797	GO:0043065	participates	Gene	Biological Process
ncbigene:8812	ncbigene:672	interacts	Gene	Gene
ncbigene:8812	ncbigene:9656	interacts	Gene	Gene
ncbigene:8812	GO:0007049	participates	Gene	Biological Process
ncbigene:8812	GO:0051301	participates	Gene	Biological Process
ncbigene:9997	ncbigene:54205	interacts	Gene	Gene
ncbigene:596	GO:0032880	participates	Gene	Biological Process
ncbigene:596	GO:0043065	participates	Gene	Biological Process
ncbigene:596	GO:0043085	participates	Gene	Biological Process
ncbigene:7078	GO:0010951	participates	Gene	Biological Process
ncbigene:1128	ncbigene:55970	interacts	Gene	Gene
ncbigene:1128	GO:0007165	participates	Gene	Biological Process
ncbigene:3586	GO:0007165	participates	Gene	Biological Process
ncbigene:1230	GO:0007155	participates	Gene	Biological Process
ncbigene:1230	GO:0007267	participates	Gene	Biological Process
ncbigene:1234	GO:0007267	participates	Gene	Biological Process
ncbigene:2357	GO:0007165	participates	Gene	Biological Process
ncbigene:3557	GO:0006629	participates	Gene	Biological Process
ncbigene:3557	GO:0007165	participates	Gene	Biological Process
ncbigene:5724	ncbigene:3586	interacts	Gene	Gene
ncbigene:5724	ncbigene:2776	interacts	Gene	Gene
ncbigene:7133	ncbigene:153090	interacts	Gene	Gene
ncbigene:1437	GO:0008283	participates	Gene	Biological Process
ncbigene:2208	ncbigene:3586	interacts	Gene	Gene
ncbigene:2919	GO:0007165	participates	Gene	Biological Process
ncbigene:3383	GO:0007155	participates	Gene	Biological Process
ncbigene:3553	GO:0007165	participates	Gene	Biological Process
ncbigene:3553	GO:0007267	participates	Gene	Biological Process
ncbigene:3554	ncbigene:3557	interacts	Gene	Gene
ncbigene:3569	GO:0043065	participates	Gene	Biological Process
ncbigene:3606	GO:0007267	participates	Gene	Biological Process
ncbigene:3606	GO:0008283	participates	Gene	Biological Process
ncbigene:3627	GO:0007165	participates	Gene	Biological Process
ncbigene:3627	GO:0007267	participates	Gene	Biological Process
ncbigene:414062	ncbigene:3586	interacts	Gene	Gene
ncbigene:6348	ncbigene:1230	interacts	Gene	Gene
ncbigene:6348	ncbigene:729230	interacts	Gene	Gene
ncbigene:6348	GO:0007010	participates	Gene	Biological Process
ncbigene:6348	GO:0007267	participates	Gene	Biological Process
ncbigene:6351	GO:0007155	participates	Gene	Biological Process
ncbigene:6351	GO:0007165	participates	Gene	Biological Process
ncbigene:6351	GO:0007267	participates	Gene	Biological Process
ncbigene:6352	GO:0007267	participates	Gene	Biological Process
ncbigene:6364	GO:0007165	participates	Gene	Biological Process
ncbigene:6364	GO:0007267	participates	Gene	Biological Process
ncbigene:6367	ncbigene:1230	interacts	Gene	Gene
ncbigene:6367	ncbigene:729230	interacts	Gene	Gene
ncbigene:6367	GO:0007165	participates	Gene	Biological Process
ncbigene:6367	GO:0007267	participates	Gene	Biological Process
ncbigene:7124	GO:0030198	participates	Gene	Biological Process
ncbigene:7124	GO:0043065	participates	Gene	Biological Process
ncbigene:7850	ncbigene:3586	interacts	Gene	Gene
ncbigene:7850	GO:0016485	participates	Gene	Biological Process
ncbigene:941	ncbigene:6367	interacts	Gene	Gene
ncbigene:942	ncbigene:5295	interacts	Gene	Gene
ncbigene:5923	ncbigene:387	interacts	Gene	Gene
ncbigene:5923	GO:0007165	participates	Gene	Biological Process
ncbigene:7533	ncbigene:6654	interacts	Gene	Gene
ncbigene:7533	GO:0007165	participates	Gene	Biological Process
ncbigene:8312	GO:0006913	participates	Gene	Biological Process
ncbigene:1019	GO:0007165	participates	Gene	Biological Process
ncbigene:1019	GO:0051301	participates	Gene	Biological Process
ncbigene:10514	ncbigene:1432	interacts	Gene	Gene
ncbigene:10514	ncbigene:60	interacts	Gene	Gene
ncbigene:1452	GO:0007049	participates	Gene	Biological Process
ncbigene:1452	GO:0007165	participates	Gene	Biological Process
ncbigene:1452	GO:0051301	participates	Gene	Biological Process
ncbigene:5525	ncbigene:81565	interacts	Gene	Gene
ncbigene:5525	GO:0007165	participates	Gene	Biological Process
ncbigene:5526	ncbigene:81565	interacts	Gene	Gene
ncbigene:5526	GO:0007165	participates	Gene	Biological Process
ncbigene:5527	GO:0007165	participates	Gene	Biological Process
ncbigene:5528	GO:0007165	participates	Gene	Biological Process
ncbigene:5529	ncbigene:81565	interacts	Gene	Gene
ncbigene:5529	GO:0007165	participates	Gene	Biological Process
ncbigene:5624	GO:0006508	participates	Gene	Biological Process
ncbigene:595	GO:0051301	participates	Gene	Biological Process
ncbigene:7913	ncbigene:60	interacts	Gene	Gene
ncbigene:7913	GO:0007165	participates	Gene	Biological Process
ncbigene:3921	ncbigene:5621	interacts	Gene	Gene
ncbigene:3921	GO:0007155	participates	Gene	Biological Process
ncbigene:6189	GO:0030154	participates	Gene	Biological Process
ncbigene:6194	GO:0043065	participates	Gene	Biological Process
ncbigene:6201	GO:0050821	participates	Gene	Biological Process
ncbigene:6223	ncbigene:728	interacts	Gene	Gene
ncbigene:388531	ncbigene:5145	interacts	Gene	Gene
ncbigene:388531	ncbigene:5148	interacts	Gene	Gene
ncbigene:5145	GO:0007165	participates	Gene	Biological Process
ncbigene:5158	GO:0007165	participates	Gene	Biological Process
ncbigene:1869	GO:0043065	participates	Gene	Biological Process
ncbigene:2645	ncbigene:4215	interacts	Gene	Gene
ncbigene:2645	ncbigene:2646	interacts	Gene	Gene
ncbigene:10746	ncbigene:6776	interacts	Gene	Gene
ncbigene:10746	ncbigene:5608	interacts	Gene	Gene
ncbigene:1326	ncbigene:1432	interacts	Gene	Gene
ncbigene:1326	GO:0007049	participates	Gene	Biological Process
ncbigene:4215	ncbigene:3553	interacts	Gene	Gene
ncbigene:4215	ncbigene:5528	interacts	Gene	Gene
ncbigene:10142	ncbigene:8844	interacts	Gene	Gene
ncbigene:10142	GO:0007165	participates	Gene	Biological Process
ncbigene:3925	GO:0007165	participates	Gene	Biological Process
ncbigene:5297	ncbigene:4661	interacts	Gene	Gene
ncbigene:5297	ncbigene:5923	interacts	Gene	Gene
ncbigene:5297	GO:0007165	participates	Gene	Biological Process
ncbigene:5577	ncbigene:596	interacts	Gene	Gene
ncbigene:5921	ncbigene:974	interacts	Gene	Gene
ncbigene:5921	GO:0007165	participates	Gene	Biological Process
ncbigene:2056	GO:0007165	participates	Gene	Biological Process
ncbigene:3717	GO:0007165	participates	Gene	Biological Process
ncbigene:3717	GO:0030154	participates	Gene	Biological Process
ncbigene:3815	ncbigene:26999	interacts	Gene	Gene
ncbigene:3815	ncbigene:5795	interacts	Gene	Gene
ncbigene:3815	GO:0007165	participates	Gene	Biological Process
ncbigene:3815	GO:0007275	participates	Gene	Biological Process
ncbigene:3558	GO:0007155	participates	Gene	Biological Process
ncbigene:3558	GO:0007267	participates	Gene	Biological Process
ncbigene:3559	ncbigene:1432	interacts	Gene	Gene
ncbigene:3560	ncbigene:26999	interacts	Gene	Gene
ncbigene:3560	ncbigene:6776	interacts	Gene	Gene
ncbigene:3560	GO:0007165	participates	Gene	Biological Process
ncbigene:3561	ncbigene:6777	interacts	Gene	Gene
ncbigene:3561	GO:0007165	participates	Gene	Biological Process
ncbigene:4067	GO:0007165	participates	Gene	Biological Process
ncbigene:6850	GO:0030154	participates	Gene	Biological Process
ncbigene:5156	GO:0007275	participates	Gene	Biological Process
ncbigene:5156	GO:0030198	participates	Gene	Biological Process
ncbigene:8877	GO:0008283	participates	Gene	Biological Process
ncbigene:1361	ncbigene:7319	interacts	Gene	Gene
ncbigene:1361	GO:0006508	participates	Gene	Biological Process
ncbigene:23236	GO:0007165	participates	Gene	Biological Process
ncbigene:2776	GO:0050821	participates	Gene	Biological Process
ncbigene:2782	GO:0007165	participates	Gene	Biological Process
ncbigene:2782	GO:0008283	participates	Gene	Biological Process
ncbigene:2792	GO:0007165	participates	Gene	Biological Process
ncbigene:5627	ncbigene:2159	interacts	Gene	Gene
ncbigene:4089	GO:0008283	participates	Gene	Biological Process
ncbigene:4089	GO:0030154	participates	Gene	Biological Process
ncbigene:10018	GO:0043065	participates	Gene	Biological Process
ncbigene:1030	ncbigene:2736	interacts	Gene	Gene
ncbigene:1030	GO:0007049	participates	Gene	Biological Process
ncbigene:10664	ncbigene:1027	interacts	Gene	Gene
ncbigene:10664	GO:0007059	participates	Gene	Biological Process
ncbigene:2626	GO:0007267	participates	Gene	Biological Process
ncbigene:4091	ncbigene:2626	interacts	Gene	Gene
ncbigene:4091	GO:0030154	participates	Gene	Biological Process
ncbigene:4092	GO:0030154	participates	Gene	Biological Process
ncbigene:4092	GO:0050821	participates	Gene	Biological Process
ncbigene:5054	GO:0010951	participates	Gene	Biological Process
ncbigene:4012	GO:0006508	participates	Gene	Biological Process
ncbigene:4012	GO:0007165	participates	Gene	Biological Process
ncbigene:4012	GO:0007267	participates	Gene	Biological Process
ncbigene:3320	GO:0006457	participates	Gene	Biological Process
ncbigene:3320	GO:0032880	participates	Gene	Biological Process
ncbigene:3320	GO:0050821	participates	Gene	Biological Process
ncbigene:4846	ncbigene:2982	interacts	Gene	Gene
ncbigene:4846	ncbigene:2977	interacts	Gene	Gene
ncbigene:4846	GO:0007005	participates	Gene	Biological Process
ncbigene:6093	GO:0007165	participates	Gene	Biological Process
ncbigene:11140	ncbigene:3320	interacts	Gene	Gene
ncbigene:11140	ncbigene:867	interacts	Gene	Gene
ncbigene:11140	GO:0006457	participates	Gene	Biological Process
ncbigene:11140	GO:0006605	participates	Gene	Biological Process
ncbigene:11140	GO:0050821	participates	Gene	Biological Process
ncbigene:7319	ncbigene:3320	interacts	Gene	Gene
ncbigene:7319	ncbigene:5328	interacts	Gene	Gene
ncbigene:867	GO:0007165	participates	Gene	Biological Process
ncbigene:367	GO:0007165	participates	Gene	Biological Process
ncbigene:367	GO:0007267	participates	Gene	Biological Process
ncbigene:354	GO:0006508	participates	Gene	Biological Process
ncbigene:6608	GO:0050821	participates	Gene	Biological Process
ncbigene:2737	ncbigene:595	interacts	Gene	Gene
ncbigene:2737	GO:0016485	participates	Gene	Biological Process
ncbigene:468	GO:0043065	participates	Gene	Biological Process
ncbigene:3309	ncbigene:7184	interacts	Gene	Gene
ncbigene:10019	ncbigene:3717	interacts	Gene	Gene
ncbigene:10019	ncbigene:2056	interacts	Gene	Gene
ncbigene:11183	ncbigene:6885	interacts	Gene	Gene
ncbigene:4296	GO:0007017	participates	Gene	Biological Process
ncbigene:4296	GO:0008219	participates	Gene	Biological Process
ncbigene:4296	GO:0043065	participates	Gene	Biological Process
ncbigene:9564	ncbigene:1432	interacts	Gene	Gene
ncbigene:9564	GO:0007155	participates	Gene	Biological Process
ncbigene:9564	GO:0051301	participates	Gene	Biological Process
ncbigene:3791	ncbigene:57381	interacts	Gene	Gene
ncbigene:3791	GO:0007275	participates	Gene	Biological Process
ncbigene:4293	ncbigene:5608	interacts	Gene	Gene
ncbigene:4293	ncbigene:6416	interacts	Gene	Gene
ncbigene:4293	GO:0043065	participates	Gene	Biological Process
ncbigene:5608	GO:0007165	participates	Gene	Biological Process
ncbigene:5608	GO:0043065	participates	Gene	Biological Process
ncbigene:6416	ncbigene:1432	interacts	Gene	Gene
ncbigene:6416	ncbigene:5494	interacts	Gene	Gene
ncbigene:6416	GO:0007165	participates	Gene	Biological Process
ncbigene:5606	ncbigene:5494	interacts	Gene	Gene
ncbigene:5606	GO:0007165	participates	Gene	Biological Process
ncbigene:5609	ncbigene:5494	interacts	Gene	Gene
ncbigene:5609	GO:0007165	participates	Gene	Biological Process
ncbigene:5894	GO:0007165	participates	Gene	Biological Process
ncbigene:5894	GO:0030154	participates	Gene	Biological Process
ncbigene:7529	ncbigene:10018	interacts	Gene	Gene
ncbigene:7529	GO:0006605	participates	Gene	Biological Process
ncbigene:7529	GO:0007165	participates	Gene	Biological Process
ncbigene:7529	GO:0043085	participates	Gene	Biological Process
ncbigene:8844	ncbigene:7529	interacts	Gene	Gene
ncbigene:100526739	ncbigene:6232	interacts	Gene	Gene
ncbigene:100526739	ncbigene:81565	interacts	Gene	Gene
ncbigene:10403	ncbigene:6232	interacts	Gene	Gene
ncbigene:10403	ncbigene:81565	interacts	Gene	Gene
ncbigene:10403	GO:0007059	participates	Gene	Biological Process
ncbigene:10403	GO:0051301	participates	Gene	Biological Process
ncbigene:1058	ncbigene:6232	interacts	Gene	Gene
ncbigene:1058	ncbigene:81565	interacts	Gene	Gene
ncbigene:1060	ncbigene:6232	interacts	Gene	Gene
ncbigene:1060	ncbigene:81565	interacts	Gene	Gene
ncbigene:1060	GO:0007059	participates	Gene	Biological Process
ncbigene:1060	GO:0051301	participates	Gene	Biological Process
ncbigene:1062	ncbigene:6232	interacts	Gene	Gene
ncbigene:1062	ncbigene:81565	interacts	Gene	Gene
ncbigene:1062	GO:0007059	participates	Gene	Biological Process
ncbigene:1062	GO:0051301	participates	Gene	Biological Process
ncbigene:1063	ncbigene:6232	interacts	Gene	Gene
ncbigene:1063	ncbigene:81565	interacts	Gene	Gene
ncbigene:1063	GO:0007059	participates	Gene	Biological Process
ncbigene:1063	GO:0030154	participates	Gene	Biological Process
ncbigene:1063	GO:0051301	participates	Gene	Biological Process
ncbigene:10726	ncbigene:6232	interacts	Gene	Gene
ncbigene:10726	ncbigene:81565	interacts	Gene	Gene
ncbigene:10726	GO:0006457	participates	Gene	Biological Process
ncbigene:10726	GO:0051301	participates	Gene	Biological Process
ncbigene:11004	ncbigene:81565	interacts	Gene	Gene
ncbigene:11004	GO:0051301	participates	Gene	Biological Process
ncbigene:11130	ncbigene:6232	interacts	Gene	Gene
ncbigene:11130	ncbigene:81565	interacts	Gene	Gene
ncbigene:11130	GO:0051301	participates	Gene	Biological Process
ncbigene:140735	ncbigene:2288	interacts	Gene	Gene
ncbigene:140735	GO:0007017	participates	Gene	Biological Process
ncbigene:147841	ncbigene:6232	interacts	Gene	Gene
ncbigene:147841	ncbigene:81565	interacts	Gene	Gene
ncbigene:147841	GO:0007059	participates	Gene	Biological Process
ncbigene:147841	GO:0051301	participates	Gene	Biological Process
ncbigene:151246	ncbigene:6232	interacts	Gene	Gene
ncbigene:151246	ncbigene:81565	interacts	Gene	Gene
ncbigene:151246	GO:0007059	participates	Gene	Biological Process
ncbigene:151246	GO:0051301	participates	Gene	Biological Process
ncbigene:151648	ncbigene:6232	interacts	Gene	Gene
ncbigene:151648	ncbigene:81565	interacts	Gene	Gene
ncbigene:151648	GO:0007059	participates	Gene	Biological Process
ncbigene:151648	GO:0051301	participates	Gene	Biological Process
ncbigene:1778	ncbigene:2288	interacts	Gene	Gene
ncbigene:1778	ncbigene:81565	interacts	Gene	Gene
ncbigene:1778	GO:0051301	participates	Gene	Biological Process
ncbigene:1780	ncbigene:2288	interacts	Gene	Gene
ncbigene:1780	ncbigene:81565	interacts	Gene	Gene
ncbigene:1781	ncbigene:2288	interacts	Gene	Gene
ncbigene:1781	ncbigene:81565	interacts	Gene	Gene
ncbigene:1783	ncbigene:2288	interacts	Gene	Gene
ncbigene:1783	ncbigene:81565	interacts	Gene	Gene
ncbigene:220134	ncbigene:6232	interacts	Gene	Gene
ncbigene:220134	ncbigene:81565	interacts	Gene	Gene
ncbigene:220134	GO:0007059	participates	Gene	Biological Process
ncbigene:220134	GO:0051301	participates	Gene	Biological Process
ncbigene:22919	ncbigene:81565	interacts	Gene	Gene
ncbigene:22919	ncbigene:1808	interacts	Gene	Gene
ncbigene:22919	GO:0051301	participates	Gene	Biological Process
ncbigene:23122	ncbigene:6232	interacts	Gene	Gene
ncbigene:23122	ncbigene:81565	interacts	Gene	Gene
ncbigene:23122	GO:0051301	participates	Gene	Biological Process
ncbigene:23332	ncbigene:6232	interacts	Gene	Gene
ncbigene:23332	ncbigene:81565	interacts	Gene	Gene
ncbigene:23332	GO:0051301	participates	Gene	Biological Process
ncbigene:23421	ncbigene:6232	interacts	Gene	Gene
ncbigene:23421	ncbigene:81565	interacts	Gene	Gene
ncbigene:23421	GO:0007049	participates	Gene	Biological Process
ncbigene:23421	GO:0007155	participates	Gene	Biological Process
ncbigene:23421	GO:0007165	participates	Gene	Biological Process
ncbigene:23421	GO:0051301	participates	Gene	Biological Process
ncbigene:2491	ncbigene:6232	interacts	Gene	Gene
ncbigene:2491	ncbigene:81565	interacts	Gene	Gene
ncbigene:25909	ncbigene:6232	interacts	Gene	Gene
ncbigene:25909	ncbigene:81565	interacts	Gene	Gene
ncbigene:25909	GO:0006913	participates	Gene	Biological Process
ncbigene:25909	GO:0007049	participates	Gene	Biological Process
ncbigene:25909	GO:0051301	participates	Gene	Biological Process
ncbigene:25936	ncbigene:6232	interacts	Gene	Gene
ncbigene:25936	ncbigene:81565	interacts	Gene	Gene
ncbigene:25936	GO:0051301	participates	Gene	Biological Process
ncbigene:348235	ncbigene:6232	interacts	Gene	Gene
ncbigene:348235	ncbigene:81565	interacts	Gene	Gene
ncbigene:348235	GO:0007059	participates	Gene	Biological Process
ncbigene:348235	GO:0051301	participates	Gene	Biological Process
ncbigene:3619	ncbigene:6232	interacts	Gene	Gene
ncbigene:3619	ncbigene:81565	interacts	Gene	Gene
ncbigene:3619	GO:0007059	participates	Gene	Biological Process
ncbigene:378708	ncbigene:6232	interacts	Gene	Gene
ncbigene:378708	ncbigene:81565	interacts	Gene	Gene
ncbigene:378708	GO:0051301	participates	Gene	Biological Process
ncbigene:3796	ncbigene:81565	interacts	Gene	Gene
ncbigene:3796	GO:0030154	participates	Gene	Biological Process
ncbigene:3796	GO:0051301	participates	Gene	Biological Process
ncbigene:401541	ncbigene:6232	interacts	Gene	Gene
ncbigene:401541	ncbigene:81565	interacts	Gene	Gene
ncbigene:4085	ncbigene:6232	interacts	Gene	Gene
ncbigene:4085	ncbigene:81565	interacts	Gene	Gene
ncbigene:4085	GO:0051301	participates	Gene	Biological Process
ncbigene:5048	ncbigene:81565	interacts	Gene	Gene
ncbigene:5048	GO:0007017	participates	Gene	Biological Process
ncbigene:51143	ncbigene:2288	interacts	Gene	Gene
ncbigene:51143	ncbigene:81565	interacts	Gene	Gene
ncbigene:51143	GO:0007049	participates	Gene	Biological Process
ncbigene:51143	GO:0051301	participates	Gene	Biological Process
ncbigene:54820	ncbigene:6232	interacts	Gene	Gene
ncbigene:54820	ncbigene:81565	interacts	Gene	Gene
ncbigene:54820	GO:0007059	participates	Gene	Biological Process
ncbigene:54820	GO:0051301	participates	Gene	Biological Process
ncbigene:54821	ncbigene:6232	interacts	Gene	Gene
ncbigene:54821	ncbigene:81565	interacts	Gene	Gene
ncbigene:54821	GO:0007049	participates	Gene	Biological Process
ncbigene:54821	GO:0051301	participates	Gene	Biological Process
ncbigene:54908	ncbigene:6232	interacts	Gene	Gene
ncbigene:54908	ncbigene:81565	interacts	Gene	Gene
ncbigene:54908	GO:0051301	participates	Gene	Biological Process
ncbigene:55055	ncbigene:6232	interacts	Gene	Gene
ncbigene:55055	ncbigene:81565	interacts	Gene	Gene
ncbigene:55055	GO:0051301	participates	Gene	Biological Process
ncbigene:55143	ncbigene:6232	interacts	Gene	Gene
ncbigene:55143	ncbigene:81565	interacts	Gene	Gene
ncbigene:55143	GO:0051276	participates	Gene	Biological Process
ncbigene:55166	ncbigene:6232	interacts	Gene	Gene
ncbigene:55166	ncbigene:81565	interacts	Gene	Gene
ncbigene:55839	ncbigene:6232	interacts	Gene	Gene
ncbigene:55839	ncbigene:81565	interacts	Gene	Gene
ncbigene:55839	GO:0007059	participates	Gene	Biological Process
ncbigene:55920	ncbigene:6232	interacts	Gene	Gene
ncbigene:55920	ncbigene:81565	interacts	Gene	Gene
ncbigene:55920	GO:0007049	participates	Gene	Biological Process
ncbigene:55920	GO:0051301	participates	Gene	Biological Process
ncbigene:57082	ncbigene:6232	interacts	Gene	Gene
ncbigene:57082	ncbigene:81565	interacts	Gene	Gene
ncbigene:57082	GO:0051301	participates	Gene	Biological Process
ncbigene:57405	ncbigene:6232	interacts	Gene	Gene
ncbigene:57405	ncbigene:81565	interacts	Gene	Gene
ncbigene:57405	GO:0007059	participates	Gene	Biological Process
ncbigene:57405	GO:0051301	participates	Gene	Biological Process
ncbigene:5905	ncbigene:81565	interacts	Gene	Gene
ncbigene:5905	GO:0006913	participates	Gene	Biological Process
ncbigene:5905	GO:0007165	participates	Gene	Biological Process
ncbigene:6249	ncbigene:6232	interacts	Gene	Gene
ncbigene:6249	ncbigene:81565	interacts	Gene	Gene
ncbigene:6396	GO:0006913	participates	Gene	Biological Process
ncbigene:64105	ncbigene:6396	interacts	Gene	Gene
ncbigene:64105	ncbigene:81565	interacts	Gene	Gene
ncbigene:64946	ncbigene:64105	interacts	Gene	Gene
ncbigene:64946	ncbigene:81565	interacts	Gene	Gene
ncbigene:64946	GO:0007059	participates	Gene	Biological Process
ncbigene:699	ncbigene:64946	interacts	Gene	Gene
ncbigene:699	ncbigene:81565	interacts	Gene	Gene
ncbigene:699	GO:0007059	participates	Gene	Biological Process
ncbigene:699	GO:0008283	participates	Gene	Biological Process
ncbigene:699	GO:0051301	participates	Gene	Biological Process
ncbigene:701	ncbigene:699	interacts	Gene	Gene
ncbigene:701	ncbigene:81565	interacts	Gene	Gene
ncbigene:701	GO:0051301	participates	Gene	Biological Process
ncbigene:79003	ncbigene:81565	interacts	Gene	Gene
ncbigene:79003	GO:0007059	participates	Gene	Biological Process
ncbigene:79003	GO:0051301	participates	Gene	Biological Process
ncbigene:79019	ncbigene:79003	interacts	Gene	Gene
ncbigene:79019	ncbigene:81565	interacts	Gene	Gene
ncbigene:79172	ncbigene:81565	interacts	Gene	Gene
ncbigene:79682	ncbigene:79172	interacts	Gene	Gene
ncbigene:79682	ncbigene:81565	interacts	Gene	Gene
ncbigene:79980	ncbigene:81565	interacts	Gene	Gene
ncbigene:79980	GO:0051301	participates	Gene	Biological Process
ncbigene:80152	ncbigene:79980	interacts	Gene	Gene
ncbigene:80152	ncbigene:81565	interacts	Gene	Gene
ncbigene:80152	GO:0007059	participates	Gene	Biological Process
ncbigene:80152	GO:0051276	participates	Gene	Biological Process
ncbigene:80152	GO:0051301	participates	Gene	Biological Process
ncbigene:80776	ncbigene:80152	interacts	Gene	Gene
ncbigene:80776	ncbigene:81565	interacts	Gene	Gene
ncbigene:81930	ncbigene:80776	interacts	Gene	Gene
ncbigene:81930	ncbigene:81565	interacts	Gene	Gene
ncbigene:83540	ncbigene:81565	interacts	Gene	Gene
ncbigene:83540	ncbigene:81930	interacts	Gene	Gene
ncbigene:83540	GO:0007059	participates	Gene	Biological Process
ncbigene:83540	GO:0051301	participates	Gene	Biological Process
ncbigene:8379	ncbigene:83540	interacts	Gene	Gene
ncbigene:8379	GO:0051301	participates	Gene	Biological Process
ncbigene:84643	ncbigene:83540	interacts	Gene	Gene
ncbigene:84643	ncbigene:8379	interacts	Gene	Gene
ncbigene:84643	GO:0051301	participates	Gene	Biological Process
ncbigene:8655	ncbigene:2288	interacts	Gene	Gene
ncbigene:8655	ncbigene:84643	interacts	Gene	Gene
ncbigene:9183	ncbigene:84643	interacts	Gene	Gene
ncbigene:9183	ncbigene:8655	interacts	Gene	Gene
ncbigene:9183	GO:0051301	participates	Gene	Biological Process
ncbigene:9184	ncbigene:8655	interacts	Gene	Gene
ncbigene:9184	ncbigene:9183	interacts	Gene	Gene
ncbigene:9184	GO:0051301	participates	Gene	Biological Process
ncbigene:9212	GO:0008283	participates	Gene	Biological Process
ncbigene:9735	ncbigene:9184	interacts	Gene	Gene
ncbigene:9735	ncbigene:9212	interacts	Gene	Gene
ncbigene:9735	GO:0051301	participates	Gene	Biological Process
ncbigene:9793	ncbigene:9212	interacts	Gene	Gene
