source	target	edge_type	source_node_type	target_node_type
ncbigene:26354	ncbigene:54881	interacts	Gene	Gene
ncbigene:3630	ncbigene:2771	interacts	Gene	Gene
ncbigene:55766	ncbigene:8348	interacts	Gene	Gene
ncbigene:6654	ncbigene:5781	interacts	Gene	Gene
pubchem.compound:30323	ncbigene:7155	downregulates	Compound	Gene
pubchem.compound:441074	ncbigene:146	downregulates	Compound	Gene
pubchem.compound:4171	ncbigene:152	downregulates	Compound	Gene
ncbigene:56154	ncbigene:672	interacts	Gene	Gene
ncbigene:1211	ncbigene:2060	interacts	Gene	Gene
ncbigene:7471	ncbigene:79412	interacts	Gene	Gene
pubchem.compound:448537	ncbigene:6198	upregulates	Compound	Gene
ncbigene:3551	ncbigene:1540	interacts	Gene	Gene
ncbigene:9070	ncbigene:26523	interacts	Gene	Gene
pubchem.compound:3365	GO:0007017	induces	Compound	Biological Process
ncbigene:685	ncbigene:5782	interacts	Gene	Gene
pubchem.compound:4075	ncbigene:1147	downregulates	Compound	Gene
ncbigene:1147	ncbigene:10399	interacts	Gene	Gene
ncbigene:5430	ncbigene:4602	interacts	Gene	Gene
ncbigene:5435	ncbigene:5441	interacts	Gene	Gene
pubchem.compound:5311217	ncbigene:779	downregulates	Compound	Gene
ncbigene:2811	ncbigene:5104	interacts	Gene	Gene
ncbigene:6468	ncbigene:54850	interacts	Gene	Gene
ncbigene:51003	ncbigene:948	interacts	Gene	Gene
ncbigene:2551	ncbigene:64216	interacts	Gene	Gene
ncbigene:9252	ncbigene:3150	interacts	Gene	Gene
ncbigene:2963	ncbigene:55215	interacts	Gene	Gene
ncbigene:7867	ncbigene:3315	interacts	Gene	Gene
pubchem.compound:53232	ncbigene:3683	downregulates	Compound	Gene
ncbigene:79176	ncbigene:6502	interacts	Gene	Gene
ncbigene:7850	GO:0016485	participates	Gene	Biological Process
ncbigene:7422	ncbigene:5335	interacts	Gene	Gene
ncbigene:83540	ncbigene:64105	interacts	Gene	Gene
ncbigene:81030	ncbigene:3551	interacts	Gene	Gene
ncbigene:6469	ncbigene:57154	interacts	Gene	Gene
ncbigene:2066	GO:0007275	participates	Gene	Biological Process
ncbigene:3452	ncbigene:3451	interacts	Gene	Gene
ncbigene:10890	ncbigene:54536	interacts	Gene	Gene
ncbigene:2099	ncbigene:200845	interacts	Gene	Gene
ncbigene:81030	ncbigene:1147	interacts	Gene	Gene
ncbigene:7414	ncbigene:387	interacts	Gene	Gene
ncbigene:2353	ncbigene:3490	interacts	Gene	Gene
ncbigene:830	ncbigene:3326	interacts	Gene	Gene
ncbigene:3009	GO:0050821	participates	Gene	Biological Process
ncbigene:1442	ncbigene:5618	interacts	Gene	Gene
ncbigene:4887	ncbigene:63940	interacts	Gene	Gene
pubchem.compound:444795	ncbigene:5730	downregulates	Compound	Gene
pubchem.compound:5775	GO:0048856	induces	Compound	Biological Process
ncbigene:128866	GO:0050877	participates	Gene	Biological Process
ncbigene:995	GO:0051301	participates	Gene	Biological Process
ncbigene:7187	ncbigene:115650	interacts	Gene	Gene
ncbigene:6201	ncbigene:2091	interacts	Gene	Gene
ncbigene:22948	ncbigene:55212	interacts	Gene	Gene
ncbigene:55127	ncbigene:54555	interacts	Gene	Gene
ncbigene:220134	ncbigene:5515	interacts	Gene	Gene
ncbigene:19	ncbigene:7376	interacts	Gene	Gene
ncbigene:2784	ncbigene:775	interacts	Gene	Gene
ncbigene:2787	ncbigene:26086	interacts	Gene	Gene
ncbigene:3479	ncbigene:1499	interacts	Gene	Gene
ncbigene:990	ncbigene:91750	interacts	Gene	Gene
ncbigene:4297	ncbigene:3015	interacts	Gene	Gene
ncbigene:1857	ncbigene:5529	interacts	Gene	Gene
ncbigene:89780	ncbigene:5529	interacts	Gene	Gene
ncbigene:9518	GO:0007267	participates	Gene	Biological Process
ncbigene:23279	ncbigene:84271	interacts	Gene	Gene
ncbigene:5562	ncbigene:31	interacts	Gene	Gene
pubchem.compound:4091	ncbigene:3953	downregulates	Compound	Gene
ncbigene:55920	ncbigene:5515	interacts	Gene	Gene
pubchem.compound:5576	ncbigene:8913	downregulates	Compound	Gene
ncbigene:8570	GO:0006397	participates	Gene	Biological Process
ncbigene:5742	GO:0007596	participates	Gene	Biological Process
ncbigene:6004	ncbigene:2773	interacts	Gene	Gene
ncbigene:3558	ncbigene:4773	interacts	Gene	Gene
pubchem.compound:4583	ncbigene:9407	downregulates	Compound	Gene
ncbigene:6923	ncbigene:8453	interacts	Gene	Gene
pubchem.compound:3671	GO:0007165	induces	Compound	Biological Process
ncbigene:1432	ncbigene:1649	interacts	Gene	Gene
pubchem.compound:4507	ncbigene:781	downregulates	Compound	Gene
ncbigene:25999	ncbigene:331	interacts	Gene	Gene
ncbigene:4802	ncbigene:2222	interacts	Gene	Gene
pubchem.compound:702	ncbigene:4922	downregulates	Compound	Gene
ncbigene:64344	ncbigene:84259	interacts	Gene	Gene
pubchem.compound:3038	ncbigene:766	downregulates	Compound	Gene
pubchem.compound:4011	ncbigene:1129	downregulates	Compound	Gene
ncbigene:151	ncbigene:29899	interacts	Gene	Gene
ncbigene:3119	ncbigene:5788	interacts	Gene	Gene
ncbigene:5290	ncbigene:1956	interacts	Gene	Gene
ncbigene:5436	ncbigene:3185	interacts	Gene	Gene
ncbigene:94235	ncbigene:784	interacts	Gene	Gene
ncbigene:80152	ncbigene:57405	interacts	Gene	Gene
ncbigene:2625	GO:0048646	participates	Gene	Biological Process
ncbigene:3716	ncbigene:2185	interacts	Gene	Gene
ncbigene:51143	ncbigene:2288	interacts	Gene	Gene
ncbigene:23160	ncbigene:9277	interacts	Gene	Gene
ncbigene:6714	ncbigene:6654	interacts	Gene	Gene
ncbigene:51003	ncbigene:5346	interacts	Gene	Gene
ncbigene:6868	ncbigene:28514	interacts	Gene	Gene
ncbigene:2793	ncbigene:783	interacts	Gene	Gene
ncbigene:84961	ncbigene:84261	interacts	Gene	Gene
ncbigene:1107	ncbigene:6908	interacts	Gene	Gene
ncbigene:55706	ncbigene:57187	interacts	Gene	Gene
ncbigene:8678	GO:0051301	participates	Gene	Biological Process
ncbigene:91782	ncbigene:23710	interacts	Gene	Gene
ncbigene:55055	ncbigene:5518	interacts	Gene	Gene
pubchem.compound:5360696	ncbigene:1137	downregulates	Compound	Gene
ncbigene:64344	ncbigene:28952	interacts	Gene	Gene
ncbigene:8655	ncbigene:79023	interacts	Gene	Gene
ncbigene:56915	ncbigene:51202	interacts	Gene	Gene
ncbigene:6210	ncbigene:27042	interacts	Gene	Gene
ncbigene:8491	ncbigene:4215	interacts	Gene	Gene
ncbigene:816	ncbigene:4846	interacts	Gene	Gene
ncbigene:329	ncbigene:56957	interacts	Gene	Gene
ncbigene:8348	ncbigene:3014	interacts	Gene	Gene
ncbigene:1021	ncbigene:25	interacts	Gene	Gene
ncbigene:55109	ncbigene:3845	interacts	Gene	Gene
ncbigene:1137	GO:0050877	participates	Gene	Biological Process
ncbigene:3796	GO:0030154	participates	Gene	Biological Process
pubchem.compound:4158	GO:0055085	induces	Compound	Biological Process
ncbigene:4194	ncbigene:1029	interacts	Gene	Gene
ncbigene:23279	ncbigene:57187	interacts	Gene	Gene
pubchem.compound:448537	ncbigene:121278	upregulates	Compound	Gene
ncbigene:2558	GO:0050877	participates	Gene	Biological Process
ncbigene:57506	ncbigene:7706	interacts	Gene	Gene
ncbigene:58985	ncbigene:6772	interacts	Gene	Gene
ncbigene:7187	ncbigene:929	interacts	Gene	Gene
pubchem.compound:448537	ncbigene:220074	downregulates	Compound	Gene
pubchem.compound:53232	ncbigene:348	upregulates	Compound	Gene
ncbigene:1901	ncbigene:6714	interacts	Gene	Gene
ncbigene:3594	ncbigene:3593	interacts	Gene	Gene
ncbigene:2249	ncbigene:2246	interacts	Gene	Gene
ncbigene:27341	ncbigene:27340	interacts	Gene	Gene
ncbigene:93	ncbigene:7044	interacts	Gene	Gene
ncbigene:3827	ncbigene:126006	interacts	Gene	Gene
ncbigene:8655	ncbigene:81930	interacts	Gene	Gene
ncbigene:129880	ncbigene:582	interacts	Gene	Gene
ncbigene:115290	ncbigene:84961	interacts	Gene	Gene
pubchem.compound:5426	ncbigene:4088	downregulates	Compound	Gene
ncbigene:1062	GO:0007059	participates	Gene	Biological Process
ncbigene:4680	GO:0007165	participates	Gene	Biological Process
ncbigene:151246	ncbigene:5528	interacts	Gene	Gene
pubchem.compound:5073	ncbigene:2752	upregulates	Compound	Gene
ncbigene:3185	ncbigene:10772	interacts	Gene	Gene
ncbigene:2770	ncbigene:6654	interacts	Gene	Gene
ncbigene:8038	ncbigene:1950	interacts	Gene	Gene
ncbigene:2535	ncbigene:1856	interacts	Gene	Gene
ncbigene:4312	GO:0030198	participates	Gene	Biological Process
ncbigene:8970	ncbigene:8331	interacts	Gene	Gene
pubchem.compound:448537	ncbigene:148	downregulates	Compound	Gene
ncbigene:2153	ncbigene:462	interacts	Gene	Gene
ncbigene:10818	ncbigene:2248	interacts	Gene	Gene
ncbigene:6205	ncbigene:51202	interacts	Gene	Gene
ncbigene:5467	GO:0030154	participates	Gene	Biological Process
ncbigene:8738	ncbigene:9020	interacts	Gene	Gene
ncbigene:4605	ncbigene:9133	interacts	Gene	Gene
ncbigene:23433	ncbigene:5898	interacts	Gene	Gene
ncbigene:474382	ncbigene:595	interacts	Gene	Gene
ncbigene:5880	ncbigene:10451	interacts	Gene	Gene
ncbigene:10663	ncbigene:26086	interacts	Gene	Gene
ncbigene:2963	ncbigene:5440	interacts	Gene	Gene
ncbigene:29082	ncbigene:11337	interacts	Gene	Gene
ncbigene:4008	ncbigene:28952	interacts	Gene	Gene
ncbigene:6233	ncbigene:5983	interacts	Gene	Gene
ncbigene:5054	ncbigene:4092	interacts	Gene	Gene
ncbigene:2733	ncbigene:79902	interacts	Gene	Gene
pubchem.compound:44093	GO:0043085	induces	Compound	Biological Process
ncbigene:51308	ncbigene:8590	interacts	Gene	Gene
ncbigene:1857	ncbigene:1452	interacts	Gene	Gene
ncbigene:55738	ncbigene:11015	interacts	Gene	Gene
ncbigene:3576	ncbigene:5073	interacts	Gene	Gene
ncbigene:1278	GO:0030198	participates	Gene	Biological Process
pubchem.compound:6013	ncbigene:10772	upregulates	Compound	Gene
ncbigene:2791	ncbigene:776	interacts	Gene	Gene
ncbigene:7022	ncbigene:1956	interacts	Gene	Gene
ncbigene:2248	ncbigene:2246	interacts	Gene	Gene
ncbigene:4686	ncbigene:3185	interacts	Gene	Gene
pubchem.compound:5564	GO:0007010	induces	Compound	Biological Process
ncbigene:3123	ncbigene:5795	interacts	Gene	Gene
ncbigene:1647	ncbigene:983	interacts	Gene	Gene
pubchem.compound:8378	ncbigene:55775	downregulates	Compound	Gene
ncbigene:842	ncbigene:331	interacts	Gene	Gene
ncbigene:8738	ncbigene:8439	interacts	Gene	Gene
pubchem.compound:4943	ncbigene:2560	upregulates	Compound	Gene
ncbigene:2266	ncbigene:2147	interacts	Gene	Gene
ncbigene:5540	ncbigene:5567	interacts	Gene	Gene
ncbigene:8379	ncbigene:6396	interacts	Gene	Gene
ncbigene:55738	ncbigene:5879	interacts	Gene	Gene
pubchem.compound:54454	ncbigene:4023	upregulates	Compound	Gene
ncbigene:4320	GO:0006508	participates	Gene	Biological Process
pubchem.compound:5284616	ncbigene:3156	downregulates	Compound	Gene
pubchem.compound:5284616	ncbigene:5315	downregulates	Compound	Gene
ncbigene:5368	GO:0007165	participates	Gene	Biological Process
ncbigene:3301	ncbigene:10294	interacts	Gene	Gene
ncbigene:54620	ncbigene:26190	interacts	Gene	Gene
ncbigene:392	ncbigene:1211	interacts	Gene	Gene
ncbigene:8074	ncbigene:2254	interacts	Gene	Gene
ncbigene:5430	ncbigene:1111	interacts	Gene	Gene
ncbigene:406	ncbigene:8864	interacts	Gene	Gene
ncbigene:64130	ncbigene:8224	interacts	Gene	Gene
ncbigene:4862	ncbigene:2155	interacts	Gene	Gene
ncbigene:2065	ncbigene:6464	interacts	Gene	Gene
ncbigene:6208	ncbigene:55813	interacts	Gene	Gene
ncbigene:2248	ncbigene:3265	interacts	Gene	Gene
ncbigene:23481	ncbigene:54881	interacts	Gene	Gene
ncbigene:7249	ncbigene:64121	interacts	Gene	Gene
ncbigene:50999	ncbigene:7473	interacts	Gene	Gene
ncbigene:1871	ncbigene:1028	interacts	Gene	Gene
ncbigene:9219	ncbigene:9013	interacts	Gene	Gene
ncbigene:51143	ncbigene:4085	interacts	Gene	Gene
ncbigene:916	ncbigene:2781	interacts	Gene	Gene
pubchem.compound:5284616	ncbigene:6093	downregulates	Compound	Gene
pubchem.compound:2794	ncbigene:142	upregulates	Compound	Gene
ncbigene:6609	GO:0007165	participates	Gene	Biological Process
ncbigene:5431	ncbigene:5437	interacts	Gene	Gene
